price,carat,total_depth_%,table,length,width,depth,cut,color,clarity,color_mod,clarity_mod,,,
3012,0.82,62.2,57,6,5.97,3.72,Ideal,E,SI2,2,7,ok,ok,no
3012,0.72,61.7,56,5.74,5.78,3.55,Ideal,G,VS2,4,5,ok,ok,no
3012,0.72,61,57,5.77,5.8,3.53,Ideal,E,SI1,2,6,ok,ok,no
3012,0.72,60.3,55,5.85,5.89,3.54,Ideal,E,SI1,2,6,ok,ok,no
3013,0.71,61.1,57,5.76,5.82,3.54,Ideal,F,VS1,3,4,ok,ok,no
3013,0.81,61.8,56,6,5.97,3.7,Ideal,E,SI2,2,7,ok,ok,no
3013,0.81,60.1,57,6.07,6.1,3.66,Ideal,E,SI2,2,7,ok,ok,no
3014,0.78,62.7,55,5.9,5.87,3.69,Ideal,E,SI1,2,6,ok,ok,no
3015,0.81,61,56,5.99,6.05,3.67,Ideal,E,SI2,2,7,ok,ok,no
3016,0.7,62.7,57,5.65,5.7,3.56,Ideal,E,VS1,2,4,ok,ok,no
3017,0.7,61.1,56,5.72,5.74,3.5,Ideal,G,VS1,4,4,ok,ok,no
3020,0.71,60.4,53,5.81,5.85,3.52,Ideal,D,VS2,1,5,ok,ok,no
3023,0.85,61.6,55,6.09,6.11,3.76,Ideal,G,SI1,4,6,ok,ok,no
3026,0.71,62.3,56,5.7,5.73,3.56,Ideal,E,VS2,2,5,ok,ok,no
1652,0.51,62.3,53.5,5.09,5.14,3.19,Ideal,G,VS1,4,4,ok,no,ok
3033,0.73,61.6,57,5.76,5.79,3.56,Ideal,G,VS1,4,4,ok,ok,no
3033,0.76,62.5,57,5.8,5.82,3.63,Ideal,E,SI1,2,6,ok,ok,no
3034,0.91,61.6,57,6.23,6.24,3.84,Ideal,I,SI2,6,7,ok,ok,no
3034,0.7,61.4,57,5.7,5.73,3.51,Ideal,G,VS1,4,4,ok,ok,no
3035,0.71,59.5,57,5.83,5.86,3.48,Ideal,E,VS2,2,5,ok,ok,no
3035,0.72,62.4,59,5.71,5.74,3.57,Ideal,G,VS1,4,4,ok,ok,no
3035,0.78,62.4,57,5.87,5.89,3.67,Ideal,D,SI1,1,6,ok,ok,no
3035,0.71,60.6,57,5.82,5.72,3.5,Ideal,D,SI1,1,6,ok,ok,no
3036,0.74,62.6,56,5.73,5.81,3.61,Ideal,E,VS2,2,5,ok,ok,no
3036,0.78,61,55,6,5.96,3.65,Ideal,F,SI1,3,6,ok,ok,no
3037,0.72,62.2,58,5.72,5.75,3.57,Ideal,E,SI1,2,6,ok,ok,no
3038,0.73,62.2,56,5.76,5.79,3.59,Ideal,E,SI1,2,6,ok,ok,no
3041,0.73,61.8,57,5.78,5.81,3.58,Ideal,G,VS1,4,4,ok,ok,no
3041,0.71,62.7,57,5.66,5.7,3.56,Ideal,F,VS1,3,4,ok,ok,no
3041,0.71,61.7,55,5.73,5.77,3.55,Ideal,F,VS1,3,4,ok,ok,no
3043,0.81,61.3,56,6.27,6.23,3.83,Ideal,I,SI1,6,6,ok,ok,no
3044,0.83,62.1,57,6.03,5.95,3.72,Ideal,G,SI1,4,6,ok,ok,no
3045,0.75,60.8,56,5.91,5.89,3.59,Ideal,E,SI1,2,6,ok,ok,no
3047,0.93,62.3,57,6.22,6.2,3.87,Ideal,I,SI2,6,7,ok,ok,no
3048,0.72,61.8,56,5.7,5.76,3.55,Ideal,G,SI1,4,6,ok,ok,no
3049,0.75,61.4,55,5.8,5.86,3.58,Ideal,E,SI1,2,6,ok,ok,no
3049,0.83,61.9,53,6.08,6.04,3.75,Ideal,E,SI2,2,7,ok,ok,no
3050,0.81,62.1,57,5.97,5.91,3.69,Ideal,E,SI2,2,7,ok,ok,no
3052,0.77,61.2,57,5.93,5.97,3.64,Ideal,F,VS2,3,5,ok,ok,no
3053,0.71,60.9,56,5.77,5.83,3.53,Ideal,E,VS2,2,5,ok,ok,no
3053,0.81,62.3,54,5.94,5.98,3.72,Ideal,F,SI2,3,7,ok,ok,no
3053,0.78,61,56,5.92,5.98,3.63,Ideal,E,SI2,2,7,ok,ok,no
3053,0.75,61.3,57,5.84,5.91,3.6,Ideal,E,SI1,2,6,ok,ok,no
3053,0.79,62.1,54,5.96,5.92,3.69,Ideal,E,SI1,2,6,ok,ok,no
3056,0.78,61.7,56,5.9,5.93,3.65,Ideal,G,SI1,4,6,ok,ok,no
3056,0.76,62.4,54,5.84,5.86,3.65,Ideal,E,SI1,2,6,ok,ok,no
3057,0.57,61.1,55,5.36,5.44,3.3,Ideal,F,VVS1,3,2,ok,ok,no
3061,0.71,61.5,55,5.75,5.79,3.55,Ideal,G,SI1,4,6,ok,ok,no
3062,0.72,61.5,56.5,5.76,5.79,3.55,Ideal,D,SI1,1,6,ok,ok,no
3064,0.7,61.4,56,5.72,5.75,3.52,Ideal,F,VS2,3,5,ok,ok,no
3064,0.7,61.6,55,5.72,5.75,3.53,Ideal,F,VS2,3,5,ok,ok,no
3064,0.8,61.4,56,5.99,5.93,3.66,Ideal,F,SI2,3,7,ok,ok,no
3065,0.7,61.5,56,5.7,5.75,3.52,Ideal,G,VS1,4,4,ok,ok,no
3066,0.77,61.4,56,5.9,5.93,3.63,Ideal,I,VS1,6,4,ok,ok,no
3066,0.71,62,57,5.7,5.75,3.55,Ideal,F,VS1,3,4,ok,ok,no
3066,0.71,62.1,57,5.73,5.76,3.57,Ideal,F,VS1,3,4,ok,ok,no
3066,0.8,62.5,56,5.94,5.99,3.73,Ideal,F,SI2,3,7,ok,ok,no
3066,0.8,61.8,59,5.94,5.96,3.68,Ideal,F,SI2,3,7,ok,ok,no
3067,0.78,62.7,55,5.87,5.9,3.69,Ideal,E,SI1,2,6,ok,ok,no
3068,0.7,62.6,56,5.65,5.69,3.55,Ideal,E,VS2,2,5,ok,ok,no
3071,0.82,61.6,56,6.05,6.01,3.72,Ideal,I,VS1,6,4,ok,ok,no
3073,0.7,61.6,55,5.72,5.75,3.53,Ideal,G,VVS1,4,2,ok,ok,no
3073,0.75,61.6,55,5.86,5.89,3.62,Ideal,G,VS2,4,5,ok,ok,no
3073,0.71,62.2,57,5.69,5.73,3.55,Ideal,E,VS2,2,5,ok,ok,no
3075,0.76,61.7,56,5.87,5.9,3.63,Ideal,I,VS2,6,5,ok,ok,no
3075,0.76,62.8,57,5.81,5.85,3.66,Ideal,D,SI1,1,6,ok,ok,no
3075,0.79,62.9,55,5.93,5.86,3.71,Ideal,E,SI1,2,6,ok,ok,no
3077,0.73,62.7,56,5.75,5.8,3.62,Ideal,E,VS2,2,5,ok,ok,no
3079,0.76,61.3,56,5.79,5.83,3.56,Ideal,E,VS2,2,5,ok,ok,no
3081,0.75,62.1,57,5.8,5.82,3.61,Ideal,F,VS2,3,5,ok,ok,no
3081,0.79,62,55,5.93,5.95,3.68,Ideal,F,SI1,3,6,ok,ok,no
3081,0.71,62.2,57,5.74,5.7,3.56,Ideal,E,VS1,2,4,ok,ok,no
3082,0.6,62.5,53.7,5.35,5.43,3.38,Ideal,E,VVS1,2,2,ok,ok,no
3082,0.6,62,53.7,5.4,5.44,3.36,Ideal,E,VVS1,2,2,ok,ok,no
3082,0.8,61,56,6.05,5.98,3.67,Ideal,F,SI1,3,6,ok,ok,no
3084,0.85,62,54,6.08,6.11,3.78,Ideal,G,SI1,4,6,ok,ok,no
3084,0.72,62.4,56,5.76,5.72,3.58,Ideal,F,VS1,3,4,ok,ok,no
3086,0.75,61.8,55,5.85,5.87,3.62,Ideal,E,VS1,2,4,ok,ok,no
3087,0.76,62.4,57,5.83,5.87,3.65,Ideal,E,SI1,2,6,ok,ok,no
3087,0.74,61.9,56,5.84,5.79,3.6,Ideal,D,VS2,1,5,ok,ok,no
3089,0.73,61.4,57,5.74,5.79,3.54,Ideal,G,SI1,4,6,ok,ok,no
3089,0.73,60.9,57,5.81,5.85,3.55,Ideal,G,SI1,4,6,ok,ok,no
3089,0.73,60.6,57,5.84,5.87,3.55,Ideal,G,SI1,4,6,ok,ok,no
3089,0.73,61.9,55,5.76,5.8,3.58,Ideal,G,SI1,4,6,ok,ok,no
3089,0.73,61.2,57,5.79,5.86,3.56,Ideal,G,SI1,4,6,ok,ok,no
3089,0.73,61.7,57,5.78,5.81,3.57,Ideal,G,SI1,4,6,ok,ok,no
3090,0.71,62.5,57,5.71,5.68,3.56,Ideal,D,VS1,1,4,ok,ok,no
3090,0.87,62.2,56,6.03,6.13,3.78,Ideal,F,SI2,3,7,ok,ok,no
3091,0.72,60.8,57,5.79,5.82,3.53,Ideal,E,VS2,2,5,ok,ok,no
3092,0.7,61.6,58,5.66,5.7,3.5,Ideal,D,VS2,1,5,ok,ok,no
3092,0.7,62.3,55,5.67,5.7,3.54,Ideal,D,VS2,1,5,ok,ok,no
3093,0.7,62,57,5.68,5.71,3.53,Ideal,E,VS2,2,5,ok,ok,no
3093,0.7,61.9,57,5.69,5.72,3.53,Ideal,D,VS1,1,4,ok,ok,no
3097,0.81,61.3,56,6.23,6.27,3.83,Ideal,I,SI1,6,6,ok,ok,no
3099,0.72,61.8,57,5.76,5.73,3.55,Ideal,D,VS2,1,5,ok,ok,no
3101,0.93,62.3,57,6.2,6.22,3.87,Ideal,I,SI2,6,7,ok,ok,no
3101,0.81,62.1,55,5.94,5.98,3.7,Ideal,E,SI2,2,7,ok,ok,no
3102,0.72,61.3,56,5.77,5.82,3.55,Ideal,G,VS1,4,4,ok,ok,no
3103,0.83,61.9,53,6.04,6.08,3.75,Ideal,E,SI2,2,7,ok,ok,no
3103,0.71,62.2,56,5.7,5.75,3.56,Ideal,E,VS2,2,5,ok,ok,no
3104,0.9,62.8,55,6.19,6.14,3.87,Ideal,I,SI2,6,7,ok,ok,no
3105,0.78,61.9,56,5.91,5.94,3.67,Ideal,I,VS1,6,4,ok,ok,no
3105,0.78,60.7,56,5.97,6.03,3.64,Ideal,I,VS1,6,4,ok,ok,no
3105,0.72,62.4,55,5.78,5.75,3.6,Ideal,F,VS1,3,4,ok,ok,no
3107,0.79,62.1,54,5.92,5.96,3.69,Ideal,E,SI1,2,6,ok,ok,no
3107,0.7,62.2,58,5.62,5.69,3.52,Ideal,E,VS1,2,4,ok,ok,no
3108,0.77,61.5,56,5.89,5.95,3.64,Ideal,F,SI1,3,6,ok,ok,no
3109,0.81,62.4,57,5.92,5.97,3.71,Ideal,E,SI1,2,6,ok,ok,no
3112,0.71,61.6,57,5.71,5.79,3.54,Ideal,E,VS2,2,5,ok,ok,no
3113,0.82,61.3,57,6.02,6.07,3.7,Ideal,I,VS1,6,4,ok,ok,no
3114,0.76,61.7,55,5.86,5.91,3.63,Ideal,G,VS2,4,5,ok,ok,no
3114,0.77,62.1,56,5.85,5.88,3.64,Ideal,G,VS2,4,5,ok,ok,no
3114,0.93,61,54,6.35,6.32,3.87,Ideal,G,SI2,4,7,ok,ok,no
3116,0.71,61.2,56,5.77,5.79,3.54,Ideal,F,VS2,3,5,ok,ok,no
3118,0.85,60.4,56,6.26,6.17,3.75,Ideal,G,SI1,4,6,ok,ok,no
3119,0.7,61.9,55,5.7,5.74,3.54,Ideal,F,SI1,3,6,ok,ok,no
3119,0.7,61.2,55,5.74,5.76,3.52,Ideal,F,SI1,3,6,ok,ok,no
3120,0.75,62,56,5.82,5.85,3.62,Ideal,E,VS2,2,5,ok,ok,no
3121,0.77,62.4,54,5.93,5.89,3.69,Ideal,G,VS1,4,4,ok,ok,no
3121,0.86,62.1,57,6.1,6.07,3.78,Ideal,I,VS2,6,5,ok,ok,no
3123,0.7,62.3,57,5.61,5.65,3.51,Ideal,G,VVS1,4,2,ok,ok,no
3123,0.71,61.8,56.2,5.7,5.75,3.53,Ideal,F,VS2,3,5,ok,ok,no
3123,0.71,60.9,56.6,5.75,5.79,3.52,Ideal,G,VS1,4,4,ok,ok,no
3123,0.71,61.8,56.1,5.72,5.74,3.54,Ideal,G,VS1,4,4,ok,ok,no
3123,0.82,60.7,57,6.07,6.06,3.68,Ideal,G,SI1,4,6,ok,ok,no
3125,0.83,61.3,57,6.02,6.05,3.7,Ideal,E,SI2,2,7,ok,ok,no
3126,0.57,61.6,56,5.33,5.35,3.29,Ideal,D,VVS1,1,2,ok,ok,no
3128,0.71,61.1,57,5.75,5.77,3.52,Ideal,E,SI1,2,6,ok,ok,no
3129,0.7,61.5,56,5.7,5.74,3.52,Ideal,D,VS2,1,5,ok,ok,no
3129,0.75,62.6,55,5.72,5.79,3.6,Ideal,E,SI2,2,7,ok,ok,no
3130,0.74,60.6,55,5.87,5.93,3.57,Ideal,G,SI1,4,6,ok,ok,no
3130,0.74,61.9,55,5.8,5.83,3.6,Ideal,G,SI1,4,6,ok,ok,no
3130,0.74,61.3,57,5.81,5.83,3.57,Ideal,G,SI1,4,6,ok,ok,no
3131,0.82,62.6,55,5.94,5.98,3.73,Ideal,E,SI2,2,7,ok,ok,no
3133,0.82,61.8,55,6.02,6.05,3.73,Ideal,G,SI1,4,6,ok,ok,no
3135,0.71,61.2,56,5.76,5.78,3.53,Ideal,D,VS2,1,5,ok,ok,no
3135,0.71,60.4,57,5.77,5.82,3.5,Ideal,D,VS2,1,5,ok,ok,no
3135,0.73,62.9,56,5.71,5.77,3.61,Ideal,F,VS1,3,4,ok,ok,no
3136,0.75,60.2,57,5.93,5.9,3.56,Ideal,E,VS2,2,5,ok,ok,no
3136,0.71,62.2,55,5.74,5.71,3.56,Ideal,D,VS1,1,4,ok,ok,no
3137,0.8,61,56,5.98,6.05,3.67,Ideal,F,SI1,3,6,ok,ok,no
3137,0.71,62.3,56,5.68,5.72,3.55,Ideal,D,VS2,1,5,ok,ok,no
3140,0.73,61.1,57,5.8,5.89,3.57,Ideal,F,VS1,3,4,ok,ok,no
3140,0.7,61.2,57,5.7,5.74,3.5,Ideal,G,VS1,4,4,ok,ok,no
3140,0.73,62.4,53,5.82,5.79,3.62,Ideal,D,SI1,1,6,ok,ok,no
3142,0.7,61.9,56,5.69,5.72,3.53,Ideal,E,VS2,2,5,ok,ok,no
3143,0.83,61,57,6.06,6.13,3.72,Ideal,E,SI2,2,7,ok,ok,no
3145,0.71,60.1,59,5.79,5.83,3.49,Ideal,E,VS2,2,5,ok,ok,no
3145,0.7,61.6,55,5.71,5.76,3.53,Ideal,G,SI1,4,6,ok,ok,no
3145,0.72,60.6,57,5.85,5.83,3.54,Ideal,E,VS2,2,5,ok,ok,no
3146,0.81,61.2,57,6,6.05,3.69,Ideal,F,SI1,3,6,ok,ok,no
3146,0.78,62.1,58,5.86,5.9,3.65,Ideal,E,SI1,2,6,ok,ok,no
3146,1.06,62.8,55,6.51,6.46,4.07,Ideal,I,SI2,6,7,ok,ok,no
3148,0.77,62.2,56,5.9,5.85,3.66,Ideal,G,VS1,4,4,ok,ok,no
3148,1.02,62.8,57,6.45,6.39,4.03,Ideal,I,VS2,6,5,ok,ok,no
3150,0.75,61.7,56,5.86,5.84,3.61,Ideal,E,VS2,2,5,ok,ok,no
3151,0.72,61.3,56,5.78,5.8,3.55,Ideal,F,VS2,3,5,ok,ok,no
3152,0.75,62,58,5.81,5.84,3.61,Ideal,D,SI1,1,6,ok,ok,no
3153,0.71,62,57,5.69,5.73,3.54,Ideal,D,VS2,1,5,ok,ok,no
3154,0.58,61.6,60,5.34,5.35,3.29,Ideal,D,VVS1,1,2,ok,ok,no
3154,0.73,61.7,56,5.79,5.81,3.58,Ideal,G,VS2,4,5,ok,ok,no
3154,0.77,61.7,55,5.87,5.9,3.63,Ideal,G,VS2,4,5,ok,ok,no
3154,0.7,61.2,58,5.7,5.73,3.5,Ideal,F,VS1,3,4,ok,ok,no
3154,0.7,61.7,55,5.72,5.76,3.54,Ideal,F,VS1,3,4,ok,ok,no
3154,0.8,61.9,54,6,5.95,3.7,Ideal,D,SI2,1,7,ok,ok,no
3158,0.77,62.3,56,5.84,5.87,3.65,Ideal,D,SI1,1,6,ok,ok,no
3159,0.78,62.1,54,5.92,5.94,3.68,Ideal,E,VS2,2,5,ok,ok,no
3160,0.81,61.9,54,5.96,5.99,3.7,Ideal,D,SI2,1,7,ok,ok,no
3161,0.63,62.4,56,5.48,5.52,3.43,Ideal,E,VVS1,2,2,ok,ok,no
3161,0.71,62.5,55,5.74,5.71,3.58,Ideal,D,VS2,1,5,ok,ok,no
3162,0.7,61,58,5.74,5.76,3.51,Ideal,F,VS1,3,4,ok,ok,no
3163,0.79,61.3,56,5.96,6.01,3.67,Ideal,F,SI1,3,6,ok,ok,no
3165,0.7,62.8,57,5.63,5.68,3.55,Ideal,G,VVS1,4,2,ok,ok,no
3167,0.71,62.1,56,5.72,5.84,3.59,Ideal,G,VVS1,4,2,ok,ok,no
3167,0.7,62.6,55,5.66,5.69,3.55,Ideal,E,VS1,2,4,ok,ok,no
3167,0.85,61.8,54,6.1,6.14,3.78,Ideal,E,SI1,2,6,ok,ok,no
3168,1.08,61.8,56,6.64,6.62,4.1,Ideal,F,I1,3,8,ok,ok,no
3169,0.79,61.2,56,5.96,6.01,3.66,Ideal,F,SI1,3,6,ok,ok,no
3169,0.77,61.4,55,5.93,5.95,3.65,Ideal,F,SI1,3,6,ok,ok,no
3170,0.76,61.8,57,5.84,5.87,3.62,Ideal,E,SI1,2,6,ok,ok,no
3170,0.75,62.1,55,5.81,5.85,3.62,Ideal,E,SI1,2,6,ok,ok,no
3170,0.74,62.3,56,5.79,5.76,3.6,Ideal,F,VS1,3,4,ok,ok,no
3170,0.74,61.7,56,5.83,5.78,3.58,Ideal,F,VS1,3,4,ok,ok,no
3170,0.74,62.3,57,5.79,5.77,3.6,Ideal,F,VS1,3,4,ok,ok,no
3171,0.74,62.1,56,5.79,5.83,3.61,Ideal,F,VS2,3,5,ok,ok,no
3171,0.78,62.2,57,5.87,5.9,3.66,Ideal,G,VS2,4,5,ok,ok,no
3171,0.75,61.8,55,5.81,5.84,3.6,Ideal,G,SI1,4,6,ok,ok,no
3171,0.83,61.8,55,6.05,6.09,3.75,Ideal,G,SI1,4,6,ok,ok,no
3171,0.79,60.3,56,5.99,6.05,3.63,Ideal,E,SI1,2,6,ok,ok,no
3172,0.7,62.7,54,5.65,5.7,3.65,Ideal,G,VS2,4,5,ok,ok,no
3172,0.7,62.2,55,5.64,5.67,3.52,Ideal,E,VS2,2,5,ok,ok,no
3173,0.8,61.5,58,5.97,6,3.68,Ideal,D,SI2,1,7,ok,ok,no
3176,0.77,62.4,54,5.89,5.93,3.69,Ideal,G,VS1,4,4,ok,ok,no
3176,0.7,61.1,56,5.73,5.76,3.51,Ideal,E,VS2,2,5,ok,ok,no
3176,0.72,60.5,57,5.82,5.89,3.54,Ideal,D,SI2,1,7,ok,ok,no
3177,0.74,61.1,54,5.86,5.89,3.59,Ideal,D,VS2,1,5,ok,ok,no
3179,0.72,60.8,56,5.8,5.84,3.54,Ideal,D,VS2,1,5,ok,ok,no
3179,0.72,62.1,57,5.69,5.75,3.55,Ideal,D,VS2,1,5,ok,ok,no
3179,0.72,62.8,57,5.68,5.73,3.58,Ideal,D,VS2,1,5,ok,ok,no
3181,0.63,61.1,58,5.49,5.54,3.37,Ideal,E,VVS1,2,2,ok,ok,no
3181,0.8,61.7,56,5.98,5.92,3.67,Ideal,I,VVS1,6,2,ok,ok,no
3182,0.73,62.1,56,5.77,5.8,3.59,Ideal,D,VS2,1,5,ok,ok,no
3183,0.76,61.5,55,5.92,5.88,3.63,Ideal,G,VS2,4,5,ok,ok,no
3184,0.78,61.7,55,5.94,5.89,3.65,Ideal,G,VS2,4,5,ok,ok,no
3185,0.79,61.2,56,6.02,5.95,3.66,Ideal,D,SI1,1,6,ok,ok,no
3189,0.77,61.6,57,5.87,5.91,3.63,Ideal,E,SI1,2,6,ok,ok,no
3189,0.85,62.8,57,6.06,6.01,3.79,Ideal,E,SI2,2,7,ok,ok,no
3189,0.74,59.5,57,5.92,5.94,3.53,Ideal,E,VS2,2,5,ok,ok,no
3189,0.73,61.8,56,5.8,5.76,3.57,Ideal,D,SI1,1,6,ok,ok,no
3189,0.73,61.9,56,5.8,5.77,3.58,Ideal,D,SI1,1,6,ok,ok,no
3191,0.71,62.1,57,5.71,5.75,3.56,Ideal,E,VS2,2,5,ok,ok,no
3191,0.71,62,57,5.71,5.74,3.55,Ideal,E,VS2,2,5,ok,ok,no
3192,0.8,61.4,55,5.96,5.99,3.67,Ideal,E,VS2,2,5,ok,ok,no
3192,0.71,62.2,55,5.71,5.74,3.56,Ideal,D,VS1,1,4,ok,ok,no
3192,0.75,60.2,57,5.93,5.9,3.56,Ideal,E,VS2,2,5,ok,ok,no
3192,0.81,62.2,57,5.97,6.02,3.73,Ideal,G,SI1,4,6,ok,ok,no
3192,0.76,61.5,56,5.92,5.89,3.63,Ideal,E,VS2,2,5,ok,ok,no
3195,0.73,62.4,53,5.79,5.82,3.62,Ideal,D,SI1,1,6,ok,ok,no
3195,0.71,62.3,54,5.68,5.72,3.55,Ideal,G,VS1,4,4,ok,ok,no
3195,0.8,61.7,56,5.96,6,3.69,Ideal,D,SI1,1,6,ok,ok,no
3196,0.91,61.7,55,6.27,6.2,3.85,Ideal,F,SI2,3,7,ok,ok,no
3198,0.73,62.2,59,5.74,5.77,3.58,Ideal,E,VS2,2,5,ok,ok,no
3198,0.71,61.4,59,5.71,5.75,3.52,Ideal,E,VS1,2,4,ok,ok,no
3198,0.71,62.3,56,5.66,5.7,3.54,Ideal,E,VS1,2,4,ok,ok,no
3198,0.83,62.1,55,6.05,6,3.74,Ideal,F,SI1,3,6,ok,ok,no
3199,0.71,62.6,57,5.7,5.73,3.58,Ideal,F,VS1,3,4,ok,ok,no
3199,0.71,61.1,56,5.71,5.74,3.5,Ideal,F,VS1,3,4,ok,ok,no
3199,0.7,62.4,56,5.67,5.65,3.53,Ideal,F,VS1,3,4,ok,ok,no
3199,0.7,61.7,57,5.76,5.73,3.54,Ideal,D,SI1,1,6,ok,ok,no
3200,0.74,62.1,56,5.83,5.79,3.61,Ideal,F,VS2,3,5,ok,ok,no
3200,0.9,62.6,56,6.15,6.06,3.82,Ideal,E,SI2,2,7,ok,ok,no
3201,0.7,60.5,59,5.72,5.75,3.47,Ideal,E,VS2,2,5,ok,ok,no
3201,0.7,61.1,59,5.67,5.73,3.48,Ideal,E,VS2,2,5,ok,ok,no
3201,0.73,62.4,57,5.75,5.79,3.6,Ideal,E,VS2,2,5,ok,ok,no
3201,0.84,61.4,57,6.03,6.09,3.72,Ideal,I,VS1,6,4,ok,ok,no
3201,0.76,61,55,5.92,5.89,3.6,Ideal,F,VS2,3,5,ok,ok,no
3204,1.02,62.3,56,6.39,6.35,3.97,Ideal,G,SI2,4,7,ok,ok,no
3206,0.75,61.7,56,5.84,5.86,3.61,Ideal,E,VS2,2,5,ok,ok,no
3206,0.58,60.6,57,5.38,5.41,3.27,Ideal,D,VVS1,1,2,ok,ok,no
3206,0.7,61.2,56,5.71,5.75,3.5,Ideal,G,VS1,4,4,ok,ok,no
3206,0.7,61.4,55,5.71,5.76,3.53,Ideal,G,VS1,4,4,ok,ok,no
3207,0.83,62.1,56,6,6.04,3.74,Ideal,D,SI2,1,7,ok,ok,no
3209,0.73,60.8,56.4,5.81,5.86,3.55,Ideal,G,VS1,4,4,ok,ok,no
3209,0.79,61.1,57,5.94,6,3.65,Ideal,D,SI1,1,6,ok,ok,no
3210,0.8,61.9,54,5.95,6,3.7,Ideal,D,SI2,1,7,ok,ok,no
3210,0.71,62.6,56,5.65,5.69,3.55,Ideal,G,VVS1,4,2,ok,ok,no
3210,0.79,60.8,55,5.98,6.05,3.66,Ideal,F,SI1,3,6,ok,ok,no
3211,0.73,62.6,56,5.73,5.71,3.58,Ideal,F,VS1,3,4,ok,ok,no
3212,0.61,59.9,61,5.5,5.55,3.31,Ideal,E,VVS1,2,2,ok,ok,no
3212,0.71,62.7,57,5.7,5.75,3.59,Ideal,D,VS2,1,5,ok,ok,no
3212,0.71,61.9,54,5.74,5.76,3.56,Ideal,E,VS1,2,4,ok,ok,no
3212,0.71,62.3,54,5.69,5.73,3.56,Ideal,E,VS1,2,4,ok,ok,no
3212,0.76,61.2,57,5.85,5.9,3.59,Ideal,G,SI1,4,6,ok,ok,no
3214,0.78,61.1,57,5.95,5.97,3.64,Ideal,D,SI1,1,6,ok,ok,no
3216,1.1,61.7,56,6.65,6.6,4.09,Ideal,I,SI2,6,7,ok,ok,no
3217,0.71,62.5,55,5.71,5.74,3.58,Ideal,D,VS2,1,5,ok,ok,no
3217,0.71,60.3,56,5.8,5.84,3.51,Ideal,E,VS2,2,5,ok,ok,no
3218,0.77,61.6,57,5.91,5.87,3.63,Ideal,E,SI1,2,6,ok,ok,no
3219,0.72,62.7,56,5.71,5.78,3.6,Ideal,D,VS2,1,5,ok,ok,no
3219,0.72,62.7,56,5.65,5.71,3.56,Ideal,D,VS2,1,5,ok,ok,no
3222,0.71,61.4,57,5.73,5.77,3.53,Ideal,D,VS2,1,5,ok,ok,no
3223,0.72,61.3,57,5.76,5.79,3.54,Ideal,E,VS2,2,5,ok,ok,no
3226,0.74,62.3,56,5.76,5.79,3.6,Ideal,F,VS1,3,4,ok,ok,no
3226,0.72,61.1,56,5.92,5.8,3.55,Ideal,F,VS2,3,5,ok,ok,no
3229,0.7,62.9,57,5.67,5.61,3.55,Ideal,D,VS1,1,4,ok,ok,no
3231,0.81,60.4,57,6.02,6.06,3.65,Ideal,E,VS2,2,5,ok,ok,no
3231,0.83,62.7,57,5.96,6.01,3.75,Ideal,E,SI1,2,6,ok,ok,no
3234,0.71,61.4,56,5.74,5.79,3.54,Ideal,D,VS2,1,5,ok,ok,no
3235,0.73,62.5,57,5.73,5.76,3.59,Ideal,E,VS1,2,4,ok,ok,no
3235,0.72,62.1,57,5.73,5.76,3.57,Ideal,E,VS2,2,5,ok,ok,no
3236,0.72,60.9,55,5.77,5.89,3.55,Ideal,D,VS2,1,5,ok,ok,no
3238,0.71,60.4,56,5.8,5.85,3.52,Ideal,E,VS1,2,4,ok,ok,no
3238,0.71,62.7,57,5.66,5.69,3.56,Ideal,E,VS1,2,4,ok,ok,no
3239,0.73,61.8,57,5.75,5.77,3.56,Ideal,I,VVS1,6,2,ok,ok,no
3242,0.79,61.2,56,5.95,6.02,3.66,Ideal,D,SI1,1,6,ok,ok,no
3242,0.72,60.2,57,5.83,5.86,3.52,Ideal,F,SI1,3,6,ok,ok,no
3243,0.68,61.3,55,5.67,5.71,3.49,Ideal,E,VS1,2,4,ok,ok,no
3245,0.71,63,56,5.69,5.65,3.58,Ideal,D,VS2,1,5,ok,ok,no
3246,0.74,60.8,57,5.85,5.87,3.56,Ideal,F,VS2,3,5,ok,ok,no
3246,0.84,61.8,56,6.04,6.06,3.74,Ideal,D,SI2,1,7,ok,ok,no
536,0.24,61.8,57,4.02,3.97,2.47,Ideal,F,VS2,3,5,no,no,ok
3246,0.91,61.1,55,6.24,6.19,3.8,Ideal,F,SI2,3,7,ok,ok,no
3247,0.7,62.6,57,5.65,5.7,3.55,Ideal,G,VVS1,4,2,ok,ok,no
3247,0.71,62,55,5.7,5.75,3.55,Ideal,E,VS2,2,5,ok,ok,no
3247,0.71,62.5,55,5.67,5.73,3.56,Ideal,E,VS2,2,5,ok,ok,no
3248,0.76,63,56,5.83,5.79,3.66,Ideal,D,VS2,1,5,ok,ok,no
3248,0.65,61.9,56,5.56,5.59,3.45,Ideal,G,VVS1,4,2,ok,ok,no
3248,0.7,62.1,55,5.72,5.77,3.57,Ideal,E,VS1,2,4,ok,ok,no
3249,0.76,61.5,56,5.89,5.92,3.63,Ideal,E,VS2,2,5,ok,ok,no
3249,0.73,61.7,55,5.79,5.82,3.58,Ideal,F,SI1,3,6,ok,ok,no
3251,0.71,61,56,5.77,5.8,3.53,Ideal,G,VS1,4,4,ok,ok,no
