price,carat,total_depth_%,table,length,width,depth,cut,color,clarity,color_mod,clarity_mod,
2882,0.54,61.8,56,5.23,5.26,3.24,Ideal,F,VVS1,3,2,0.006058447
2883,0.72,61.8,56,5.75,5.81,3.57,Ideal,D,SI1,1,6,0.006036988
2885,0.77,61.5,55,5.9,5.93,3.64,Ideal,D,SI2,1,7,0.006046202
2886,0.73,61.4,56,5.79,5.81,3.56,Ideal,E,SI1,2,6,0.006095624
2886,0.72,62.7,55,5.64,5.69,3.55,Ideal,E,SI1,2,6,0.006319937
2888,0.79,61.7,59,5.93,5.96,3.67,Ideal,I,VS1,6,4,0.0060906
2889,0.5,62.2,54,5.08,5.12,3.17,Ideal,E,VVS2,2,3,0.00606425
2889,0.5,62.2,54,5.09,5.11,3.17,Ideal,E,VVS2,2,3,0.00606418
2889,0.74,61.2,56,5.83,5.87,3.58,Ideal,F,SI1,3,6,0.006040071
2890,0.8,61.5,54,6.07,6,3.71,Ideal,F,SI1,3,6,0.005920742
2890,0.8,62.4,57,5.9,5.87,3.67,Ideal,F,SI1,3,6,0.006294102
2890,0.66,61.5,56,5.61,5.58,3.44,Ideal,G,VVS1,4,2,0.006128983
2891,0.71,61.2,56,5.73,5.77,3.52,Ideal,F,VS2,3,5,0.006100778
2891,0.71,61.6,56,5.74,5.76,3.54,Ideal,E,VS2,2,5,0.006066256
2891,0.71,62.7,56,5.71,5.75,3.59,Ideal,E,VS2,2,5,0.006023653
2891,0.72,61.1,56,5.78,5.81,3.54,Ideal,D,SI1,1,6,0.006056549
2892,0.86,61.8,55,6.12,6.14,3.79,Ideal,H,SI2,5,7,0.006038644
2893,0.71,61.5,57,5.73,5.75,3.53,Ideal,G,VVS2,4,3,0.006104656
2893,0.75,62.5,57,5.78,5.83,3.63,Ideal,F,VS2,3,5,0.00613138
2893,0.8,62.5,55,5.89,5.92,3.69,Ideal,G,SI2,4,7,0.006217655
2894,0.81,62.2,57,5.96,6,3.72,Ideal,G,SI2,4,7,0.00608898
2894,0.76,61.4,56,5.88,5.92,3.62,Ideal,F,SI1,3,6,0.006031231
2895,0.7,62.1,53,5.71,5.75,3.56,Ideal,G,VVS2,4,3,0.005988859
2896,0.53,61.6,56,5.18,5.24,3.21,Ideal,F,VVS1,3,2,0.006082888
2896,0.79,61.5,56,5.91,5.96,3.65,Ideal,D,SI1,1,6,0.006144697
2896,0.73,61.5,55,5.82,5.86,3.59,Ideal,E,SI2,2,7,0.005962217
2896,0.77,62.1,56,5.83,5.89,3.64,Ideal,D,SI2,1,7,0.006160351
2896,1.01,61.5,57,6.46,6.45,3.97,Ideal,I,I1,6,8,0.006105745
2897,0.54,61.4,52,5.3,5.34,3.26,Ideal,D,VVS2,1,3,0.005852737
2897,0.72,62.5,55,5.69,5.74,3.57,Ideal,E,SI1,2,6,0.006175045
2898,0.75,62.3,55,5.83,5.8,3.62,Ideal,D,SI1,1,6,0.006127117
2898,0.77,62.6,57,5.92,5.81,3.67,Ideal,D,SI1,1,6,0.006099958
2898,0.79,61.1,57,5.98,5.93,3.64,Ideal,G,SI1,4,6,0.006120259
2898,0.79,62.3,57,5.9,5.85,3.66,Ideal,G,SI1,4,6,0.006253716
2898,0.79,62.3,57,5.9,5.85,3.66,Ideal,G,SI1,4,6,0.006253716
2898,0.79,62.3,57,5.9,5.85,3.66,Ideal,G,SI1,4,6,0.006253716
2898,0.79,62.3,57,5.9,5.85,3.66,Ideal,G,SI1,4,6,0.006253716
2898,0.79,62.3,57,5.9,5.85,3.66,Ideal,G,SI1,4,6,0.006253716
2901,0.81,63,56,5.95,5.9,3.73,Ideal,E,SI2,2,7,0.006185961
2901,0.74,61.9,57,5.81,5.78,3.59,Ideal,E,VS2,2,5,0.006138091
2902,0.73,61.4,55,5.82,5.8,3.57,Ideal,E,VS2,2,5,0.006057643
2902,0.75,61.6,55,5.82,5.86,3.6,Ideal,G,SI1,4,6,0.00610855
2903,0.75,62.3,57,5.83,5.8,3.62,Ideal,D,SI1,1,6,0.006127117
2903,0.72,61.9,55,5.78,5.75,3.57,Ideal,D,SI1,1,6,0.006068322
2904,0.62,62,56,5.48,5.52,3.41,Ideal,E,VVS2,2,3,0.006010598
2905,0.53,62.5,54,5.16,5.21,3.24,Ideal,D,VVS1,1,2,0.00608476
2906,0.8,62.2,58,5.92,5.95,3.69,Ideal,I,VS1,6,4,0.006154956
2907,0.61,62.4,53.9,5.42,5.43,3.38,Ideal,E,VVS2,2,3,0.006132168
2907,0.61,62.4,53.6,5.42,5.45,3.39,Ideal,E,VVS2,2,3,0.006091642
2907,0.61,62.1,54.2,5.43,5.45,3.38,Ideal,E,VVS2,2,3,0.006098413
2907,0.72,62.8,57,5.68,5.72,3.58,Ideal,H,VVS1,5,2,0.006190206
2907,0.7,62.3,53,5.69,5.73,3.56,Ideal,F,VS2,3,5,0.006030886
2907,0.71,61.9,56,5.7,5.74,3.54,Ideal,F,VS1,3,4,0.006130111
2907,0.79,60.3,60,5.98,6.02,3.62,Ideal,G,SI1,4,6,0.006062069
2907,0.72,62.6,56,5.7,5.73,3.58,Ideal,E,SI1,2,6,0.006157721
557,0.33,62.9,55,4.46,4.41,2.79,Ideal,G,SI2,4,7,0.006013624
558,0.39,61.5,57,4.66,4.7,2.88,Ideal,H,SI2,5,7,0.006182845
558,0.32,61.3,55,4.41,4.46,2.72,Ideal,D,SI1,1,6,0.005981466
558,0.31,61.7,56,4.4,4.35,2.7,Ideal,E,SI2,2,7,0.005998684
558,0.31,60.1,57,4.44,4.41,2.66,Ideal,E,SI2,2,7,0.005951939
558,0.31,61.3,55,4.37,4.34,2.67,Ideal,E,SI2,2,7,0.006121802
558,0.31,59.9,57,4.4,4.38,2.63,Ideal,I,VS2,6,5,0.006116165
558,0.31,62.9,56,4.31,4.27,2.7,Ideal,H,SI1,5,6,0.006238681
2908,0.73,61.5,55,5.8,5.84,3.58,Ideal,I,VS1,6,4,0.006020035
2909,0.71,61.2,56,5.76,5.81,3.54,Ideal,H,VS1,5,4,0.005993168
2909,0.71,61.9,56,5.7,5.74,3.54,Ideal,H,VS1,5,4,0.006130111
2909,0.9,61.9,57,6.19,6.13,3.81,Ideal,I,SI2,6,7,0.006225388
2911,0.59,61.1,57,5.39,5.41,3.3,Ideal,E,VVS2,2,3,0.006131293
2911,0.71,60.6,56,5.76,5.8,3.5,Ideal,G,VS2,4,5,0.006072113
2913,0.71,61.7,57,5.7,5.75,3.53,Ideal,D,SI1,1,6,0.006136785
2913,0.85,62,57,6.1,6.02,3.76,Ideal,G,SI2,4,7,0.006156087
2914,0.73,61.4,58,5.76,5.8,3.55,Ideal,E,SI1,2,6,0.006155226
2915,0.71,62.2,56,5.74,5.71,3.56,Ideal,F,VS2,3,5,0.006084997
2917,0.93,62,57,6.22,6.26,3.87,Ideal,I,SI1,6,6,0.006171735
2917,0.7,62.5,58,5.63,5.67,3.53,Ideal,E,VS2,2,5,0.006212006
2917,0.71,61.2,56,5.77,5.73,3.52,Ideal,F,VS2,3,5,0.006100778
2918,0.71,62.1,54,5.7,5.76,3.56,Ideal,H,VVS1,5,2,0.006074507
2918,0.72,61.8,55,5.75,5.79,3.56,Ideal,I,VS2,6,5,0.006074857
2919,0.73,61.9,55,5.79,5.76,3.58,Ideal,H,VS1,5,4,0.006114188
2919,0.73,61.9,55,5.83,5.77,3.59,Ideal,G,VVS2,4,3,0.006044829
2920,0.72,61,55,5.78,5.85,3.55,Ideal,F,SI1,3,6,0.005998193
2920,0.71,62.6,55,5.71,5.67,3.56,Ideal,F,VS1,3,4,0.00616012
2921,0.65,61.3,56,5.58,5.61,3.43,Ideal,F,VVS2,3,3,0.006053718
2922,0.53,61.6,56,5.24,5.18,3.21,Ideal,F,VVS1,3,2,0.006082888
2922,0.77,60.6,56,5.95,5.9,3.59,Ideal,D,SI2,1,7,0.006109804
2923,0.87,62.5,57,6.13,6.06,3.81,Ideal,H,SI1,5,6,0.006146971
2923,0.71,62.4,54,5.71,5.74,3.57,Ideal,E,VS1,2,4,0.006067952
2923,0.77,60.2,56,5.98,6.04,3.62,Ideal,D,SI2,1,7,0.005889034
2923,0.78,61.1,56,5.94,5.98,3.64,Ideal,F,SI1,3,6,0.006032615
2924,0.7,61.5,56,5.71,5.75,3.52,Ideal,I,VS1,6,4,0.006056914
2925,0.71,61.5,56,5.74,5.77,3.54,Ideal,I,IF,6,1,0.006055742
2925,1.02,61.7,56,6.49,6.44,3.99,Ideal,I,I1,6,8,0.006116412
2927,0.8,59.4,58,6.07,6.09,3.61,Ideal,I,SI1,6,6,0.005994829
2929,0.7,61.8,57,5.68,5.71,3.52,Ideal,G,VS2,4,5,0.006131559
2929,0.7,60.1,57,5.78,5.83,3.49,Ideal,E,SI1,2,6,0.005952182
2930,0.7,62.3,54,5.67,5.72,3.55,Ideal,E,VS1,2,4,0.006079818
2930,0.71,62.3,57,5.69,5.74,3.56,Ideal,F,VS2,3,5,0.006106385
2930,0.71,62.7,57,5.69,5.73,3.58,Ideal,G,VS1,4,4,0.006082869
2930,0.71,62.6,57,5.67,5.7,3.56,Ideal,G,VS1,4,4,0.006170927
2930,0.71,61.7,57,5.75,5.7,3.53,Ideal,G,VVS1,4,2,0.006136785
2931,0.72,61.8,59,5.71,5.74,3.54,Ideal,F,VS2,3,5,0.006205564
2933,0.75,62.3,57,5.81,5.87,3.64,Ideal,F,VS2,3,5,0.006041512
2934,0.71,62,54,5.77,5.74,3.57,Ideal,D,SI2,1,7,0.006004854
2936,0.74,60.5,59,5.81,5.86,3.53,Ideal,F,VS2,3,5,0.0061572
2936,0.7,62.6,54,5.69,5.72,3.57,Ideal,D,SI2,1,7,0.006024507
2937,0.82,62.1,56,6.01,5.98,3.72,Ideal,E,SI2,2,7,0.006133315
2938,0.81,60.2,57,6.1,6.06,3.66,Ideal,E,SI2,2,7,0.005986893
2939,0.8,60.8,56,6.02,6.01,3.66,Ideal,E,SI2,2,7,0.006041405
2939,0.73,62.7,58,5.72,5.77,3.6,Ideal,F,VS2,3,5,0.006143962
2939,0.72,62.4,57,5.71,5.74,3.57,Ideal,E,SI2,2,7,0.006153416
2939,0.75,60.6,55,5.93,5.91,3.59,Ideal,G,VS2,4,5,0.005961076
2939,0.81,61.8,56,6.02,5.99,3.71,Ideal,I,VS2,6,5,0.006054633
2940,0.7,61.2,54,5.92,5.64,3.54,Ideal,F,VS1,3,4,0.005922349
2940,0.75,61.6,57,5.84,5.81,3.59,Ideal,E,VS2,2,5,0.006157123
2940,0.7,61.5,56,5.73,5.68,3.51,Ideal,E,VS2,2,5,0.006127566
2942,0.7,60.8,56,5.78,5.79,3.52,Ideal,F,VS2,3,5,0.005942223
2943,0.73,61.4,56,5.82,5.78,3.56,Ideal,D,SI1,1,6,0.006095678
2943,0.72,62,56,5.77,5.75,3.57,Ideal,F,VS2,3,5,0.006078839
2944,0.79,61.6,55,5.96,5.98,3.68,Ideal,G,SI1,4,6,0.006023263
2946,0.72,62.2,56,5.72,5.75,3.57,Ideal,H,VVS1,5,2,0.006131975
2946,0.72,62.5,57,5.7,5.73,3.57,Ideal,H,VVS1,5,2,0.006174969
2946,0.77,61.5,56,5.9,5.93,3.64,Ideal,I,SI1,6,6,0.006046202
2946,0.79,62.3,55,5.9,5.94,3.69,Ideal,E,SI1,2,6,0.006108889
2947,0.76,62.1,57,5.82,5.87,3.63,Ideal,E,VS1,2,4,0.006128383
2947,0.92,58.5,57,6.37,6.34,3.72,Ideal,H,SI2,5,7,0.006123732
2947,0.7,61.2,57,5.69,5.72,3.49,Ideal,H,VVS1,5,2,0.006162605
2947,0.7,60.5,58,5.76,5.81,3.5,Ideal,H,VVS1,5,2,0.005976286
2947,0.74,62,56,5.79,5.82,3.6,Ideal,I,VS1,6,4,0.00609997
2947,0.74,61.1,57,5.83,5.86,3.57,Ideal,I,VS1,6,4,0.006067326
2947,0.73,61.2,57,5.79,5.81,3.55,Ideal,D,SI1,1,6,0.006112795
2948,0.73,61.7,55,5.8,5.84,3.59,Ideal,G,VS1,4,4,0.006003266
2948,0.7,62,56,5.68,5.7,3.53,Ideal,E,SI1,2,6,0.006124916
2948,0.9,62,56,6.2,6.16,3.83,Ideal,I,SI2,6,7,0.006152779
2949,0.76,61.7,57,5.84,5.89,3.62,Ideal,E,SI1,2,6,0.006103471
2949,0.77,62.6,57,5.81,5.92,3.67,Ideal,D,SI1,1,6,0.006099958
2949,0.72,62.3,55,5.72,5.74,3.57,Ideal,H,VS1,5,4,0.006142658
2950,0.71,62.4,57,5.68,5.73,3.56,Ideal,G,VS1,4,4,0.006127811
2951,0.54,61.6,55,5.27,5.28,3.25,Ideal,F,VVS1,3,2,0.005971258
2951,0.81,62.3,58,5.95,5.96,3.71,Ideal,H,SI1,5,6,0.006156698
2951,0.73,61.6,55,5.77,5.81,3.56,Ideal,F,SI1,3,6,0.006116753
2951,0.72,61,56,5.84,5.79,3.55,Ideal,E,SI1,2,6,0.005998087
2952,0.72,61.5,55,5.76,5.79,3.55,Ideal,G,VS2,4,5,0.006081393
2952,0.72,61.4,55,5.76,5.8,3.55,Ideal,G,VS2,4,5,0.006070908
2952,0.7,61.9,58,5.7,5.73,3.54,Ideal,E,VS2,2,5,0.006054319
2952,0.7,62.6,57,5.63,5.68,3.54,Ideal,E,VS2,2,5,0.006183552
2952,0.7,62.1,55,5.71,5.75,3.56,Ideal,E,VS2,2,5,0.005988859
2952,0.74,62.1,53.9,5.79,5.81,3.6,Ideal,I,IF,6,1,0.006110469
2954,0.72,61.9,55,5.75,5.78,3.57,Ideal,D,SI1,1,6,0.006068322
2954,0.75,62.3,57,5.8,5.83,3.62,Ideal,D,SI1,1,6,0.006127117
2954,0.76,61.7,54,5.88,5.92,3.64,Ideal,G,VS2,4,5,0.005998093
2956,0.7,60.8,57,5.75,5.77,3.5,Ideal,F,VS2,3,5,0.006028182
2956,0.72,62.6,56,5.75,5.72,3.59,Ideal,F,VS2,3,5,0.006097814
2956,0.72,62.2,56,5.75,5.73,3.57,Ideal,F,VS2,3,5,0.006121274
2958,0.72,62,55,5.74,5.77,3.57,Ideal,H,VVS1,5,2,0.006089429
2958,0.79,62.2,57,5.89,5.94,3.68,Ideal,I,VS1,6,4,0.00613589
2959,0.82,61.8,55,6,6.03,3.72,Ideal,I,SI1,6,6,0.006092596
2960,0.7,61.3,57,5.72,5.76,3.52,Ideal,D,VS2,1,5,0.006035828
2960,0.76,62.6,56,5.82,5.78,3.63,Ideal,F,VS2,3,5,0.006223807
2960,0.72,61.3,56,5.77,5.81,3.55,Ideal,G,VS2,4,5,0.006049956
2960,0.64,61.7,58,5.52,5.56,3.42,Ideal,G,IF,4,1,0.006097334
2960,0.74,61.8,55,5.85,5.8,3.6,Ideal,G,VS1,4,4,0.006058224
2961,0.74,61.2,57,5.79,5.85,3.56,Ideal,H,VVS2,5,3,0.006136875
2961,0.63,62.3,56,5.48,5.5,3.42,Ideal,F,VVS2,3,3,0.006111829
2961,0.72,61.1,57,5.8,5.82,3.55,Ideal,H,VS1,5,4,0.006008322
2961,0.76,60.6,57,5.91,5.93,3.59,Ideal,E,SI1,2,6,0.006040557
2962,0.63,62.6,56,5.47,5.49,3.43,Ideal,D,VVS2,1,3,0.006116272
2962,0.72,62,56,5.73,5.76,3.56,Ideal,E,VS2,2,5,0.006127811
2962,0.71,62.2,56,5.69,5.72,3.55,Ideal,G,VS1,4,4,0.006144997
2963,0.71,62.1,53,5.76,5.73,3.57,Ideal,E,VS1,2,4,0.006025777
2964,0.75,61.7,56,5.84,5.86,3.61,Ideal,E,SI1,2,6,0.006070767
2965,0.71,61.8,56,5.68,5.72,3.52,Ideal,I,VS1,6,4,0.00620828
2965,0.71,61.6,56,5.71,5.75,3.53,Ideal,I,VS1,6,4,0.006126038
2965,0.71,61.3,57,5.73,5.76,3.52,Ideal,I,VS1,6,4,0.00611137
2965,0.71,61.5,56,5.72,5.76,3.52,Ideal,I,VS1,6,4,0.006122054
2965,0.7,61.7,55,5.7,5.73,3.53,Ideal,G,SI1,4,6,0.00607147
2965,0.7,60.9,56,5.73,5.79,3.51,Ideal,G,SI1,4,6,0.006011152
2966,0.7,61.8,56,5.69,5.73,3.53,Ideal,I,VVS1,6,2,0.00608214
2966,0.75,61.2,55,5.87,5.92,3.61,Ideal,F,SI1,3,6,0.005978528
2966,0.82,60.9,57,6.06,6.02,3.68,Ideal,F,SI2,3,7,0.00610797
2967,0.79,62,56,5.91,5.93,3.67,Ideal,H,VS2,5,5,0.006142128
558,0.31,61.4,55,4.39,4.37,2.69,Ideal,G,SI2,4,7,0.006007081
559,0.24,62.4,56,3.97,3.99,2.48,Ideal,G,VVS1,4,2,0.006109366
559,0.24,62.1,56,3.97,4,2.47,Ideal,G,VVS1,4,2,0.006118765
559,0.24,62.2,56,4,4.04,2.5,Ideal,G,VVS1,4,2,0.005940594
559,0.24,62,55,4.01,4.03,2.49,Ideal,G,VVS1,4,2,0.005964341
559,0.24,62,56,3.97,4.01,2.47,Ideal,G,VVS1,4,2,0.006103506
559,0.32,61.9,55,4.4,4.43,2.73,Ideal,E,SI1,2,6,0.00601355
559,0.32,61,56,4.41,4.45,2.7,Ideal,E,SI1,2,6,0.006039314
559,0.24,61.7,56,3.99,4.01,2.47,Ideal,G,IF,4,1,0.006072912
559,0.24,60.8,58,4.01,4.05,2.44,Ideal,G,IF,4,1,0.006056504
559,0.24,61.8,55,3.99,4.02,2.47,Ideal,G,IF,4,1,0.006057806
559,0.24,61.6,57,3.99,4.02,2.46,Ideal,G,IF,4,1,0.006082431
559,0.24,61.3,57,4,4.03,2.46,Ideal,G,IF,4,1,0.00605217
559,0.32,62.3,55,4.39,4.41,2.74,Ideal,G,VS1,4,4,0.006032486
559,0.32,61.8,55,4.42,4.45,2.74,Ideal,G,VS1,4,4,0.005937685
560,0.32,61.6,54,4.4,4.43,2.72,Ideal,G,VS2,4,5,0.006035659
560,0.36,61.6,56,4.57,4.62,2.83,Ideal,F,SI1,3,6,0.006025012
561,0.41,61.7,55,4.77,4.8,2.95,Ideal,I,SI1,6,6,0.006070189
561,0.32,61.5,57,4.4,4.42,2.71,Ideal,H,VS1,5,4,0.006071636
2968,0.9,62.4,57,6.16,6.13,3.84,Ideal,G,SI2,4,7,0.006206834
2969,0.8,61.2,57,6.02,6.07,3.7,Ideal,G,VS2,4,5,0.005917021
2970,0.78,61.6,56,5.94,5.91,3.64,Ideal,H,VS2,5,5,0.006104067
2972,0.76,59.4,57,5.99,6.03,3.57,Ideal,G,VS1,4,4,0.005893879
2972,0.7,61.7,56,5.64,5.71,3.5,Ideal,G,VS1,4,4,0.006210332
2973,0.75,62.3,57,5.83,5.86,3.64,Ideal,G,VS1,4,4,0.006031061
2973,0.77,60.6,56,5.9,5.95,3.59,Ideal,D,SI2,1,7,0.006109804
2973,0.7,60.5,56,5.74,5.79,3.49,Ideal,E,VS1,2,4,0.006035068
2974,0.82,62.6,57,5.96,6.02,3.75,Ideal,F,SI1,3,6,0.006094525
2974,0.57,61.8,54,5.33,5.35,3.3,Ideal,F,IF,3,1,0.006057312
2974,0.71,59.5,57,5.81,5.8,3.46,Ideal,G,VS2,4,5,0.006089451
2975,0.8,62.8,54,5.9,5.97,3.74,Ideal,F,SI1,3,6,0.006072843
2975,0.83,61.3,54,6.1,6.06,3.73,Ideal,H,VS2,5,5,0.006019588
2976,0.79,62.5,57,5.88,5.92,3.69,Ideal,F,SI1,3,6,0.006150376
2976,0.72,61,56,5.82,5.85,3.56,Ideal,E,SI1,2,6,0.005940235
2976,0.91,63,54,6.17,6.12,3.86,Ideal,I,SI2,6,7,0.006243347
2977,0.81,61.9,57,5.98,6.01,3.71,Ideal,F,SI1,3,6,0.006074849
2977,0.54,61.6,55,5.28,5.27,3.25,Ideal,F,VVS1,3,2,0.005971258
2978,0.71,62.5,58,5.7,5.73,3.57,Ideal,G,VVS2,4,3,0.006089206
2978,0.7,61.3,54,5.77,5.83,3.54,Ideal,E,VS1,2,4,0.005878282
2978,0.8,61,55,6,6.03,3.67,Ideal,E,SI2,2,7,0.006024977
2978,0.76,62.1,56,5.85,5.88,3.64,Ideal,E,SI2,2,7,0.006069865
2979,0.72,59.9,59,5.76,5.82,3.47,Ideal,H,VVS1,5,2,0.006189528
2979,0.7,61.7,56,5.74,5.71,3.53,Ideal,E,VS2,2,5,0.006050278
2980,0.7,61.5,57,5.67,5.78,3.52,Ideal,E,VS2,2,5,0.006067985
2981,0.7,62.2,55,5.67,5.71,3.54,Ideal,E,VS2,2,5,0.006107671
2981,0.91,61.6,57,6.24,6.23,3.84,Ideal,I,SI2,6,7,0.006095896
2982,0.71,61.7,57,5.7,5.75,3.53,Ideal,G,VVS1,4,2,0.006136785
2982,0.71,59.5,57,5.86,5.83,3.48,Ideal,E,VS2,2,5,0.005971906
2984,0.74,62.7,54,5.8,5.77,3.63,Ideal,E,VS2,2,5,0.006091458
2985,0.75,62.2,57,5.82,5.86,3.63,Ideal,E,SI1,2,6,0.006058067
2986,0.8,61.9,54.1,5.92,5.98,3.69,Ideal,I,VS1,6,4,0.006124078
2986,0.82,61.6,57,6,6.05,3.71,Ideal,I,VS1,6,4,0.006088823
2986,0.84,62,56,6.02,6.05,3.74,Ideal,G,SI2,4,7,0.006166743
2987,0.7,61.3,59,5.68,5.7,3.49,Ideal,G,VS1,4,4,0.006195116
2987,0.74,61.5,56,5.8,5.84,3.58,Ideal,D,SI1,1,6,0.006102501
2988,0.76,61.6,55,5.92,5.89,3.64,Ideal,I,IF,6,1,0.005987909
2989,0.72,62.1,54,5.76,5.8,3.59,Ideal,F,VS2,3,5,0.006003266
2991,0.75,60.6,55,5.91,5.93,3.59,Ideal,G,VS2,4,5,0.005961076
2991,0.7,60.3,60,5.71,5.76,3.46,Ideal,D,VS2,1,5,0.00615125
2992,0.75,62,55.1,5.83,5.85,3.62,Ideal,H,VVS2,5,3,0.006074748
2993,0.7,63,55,5.65,5.69,3.57,Ideal,G,VVS2,4,3,0.006099147
2993,0.7,62.4,55,5.65,5.7,3.54,Ideal,F,VS1,3,4,0.006140044
2993,0.75,61.1,57,5.83,5.86,3.57,Ideal,E,SI1,2,6,0.006149317
2993,0.72,61.1,59,5.76,5.8,3.53,Ideal,D,SI1,1,6,0.006105304
2995,0.73,61.4,56,5.78,5.82,3.56,Ideal,D,SI1,1,6,0.006095678
2995,0.7,60.9,56,5.76,5.8,3.52,Ideal,G,VS1,4,4,0.005952575
2996,0.77,61.4,56,5.9,5.93,3.63,Ideal,D,SI1,1,6,0.006062858
2997,0.74,61.9,55,5.8,5.83,3.6,Ideal,I,VS2,6,5,0.006079007
2997,0.72,61.1,56,5.78,5.8,3.54,Ideal,H,SI1,5,6,0.006066992
2998,0.7,62.8,57,5.69,5.75,3.59,Ideal,D,VS2,1,5,0.005959687
2998,0.72,61.4,56,5.79,5.81,3.56,Ideal,H,VS1,5,4,0.006012122
2998,0.7,61.6,57,5.7,5.73,3.52,Ideal,F,VS1,3,4,0.006088719
2999,0.71,61.9,56,5.69,5.74,3.54,Ideal,F,SI1,3,6,0.006140884
3000,0.77,62.5,56,5.87,5.91,3.68,Ideal,E,SI1,2,6,0.006031389
3001,0.9,62,56,6.16,6.2,3.83,Ideal,I,SI2,6,7,0.006152779
3001,0.6,62.1,56,5.42,5.43,3.37,Ideal,G,VVS1,4,2,0.006049538
3002,0.72,61.6,55,5.78,5.77,3.56,Ideal,G,VVS2,4,3,0.006064274
3003,0.76,61.5,56,5.89,5.91,3.63,Ideal,E,SI1,2,6,0.006014565
3004,0.81,61.8,55,6.04,6,3.72,Ideal,F,SI1,3,6,0.006008332
3004,0.7,61.7,55,5.69,5.72,3.52,Ideal,H,VS1,5,4,0.006110083
3004,0.61,61.3,54,5.53,5.5,3.38,Ideal,E,VS1,2,4,0.005933696
3004,0.78,60.6,57,5.95,5.97,3.61,Ideal,G,SI1,4,6,0.006082696
3004,0.72,62.3,56,5.77,5.79,3.6,Ideal,F,SI1,3,6,0.005986536
3005,0.55,61.2,54,5.3,5.35,3.26,Ideal,F,VVS1,3,2,0.005949979
3005,0.72,60.4,56,5.8,5.86,3.52,Ideal,I,VS1,6,4,0.006018167
3005,0.73,61.6,57,5.81,5.78,3.57,Ideal,H,VVS1,5,2,0.006089066
3007,0.71,60.7,57,5.76,5.8,3.51,Ideal,I,VVS2,6,3,0.006054813
3007,0.71,60.4,57,5.78,5.81,3.5,Ideal,I,VVS2,6,3,0.006040687
3007,0.71,61.3,55,5.73,5.79,3.53,Ideal,G,SI1,4,6,0.006062482
3007,0.71,61.6,55,5.72,5.78,3.54,Ideal,G,SI1,4,6,0.006066402
3007,0.71,61.9,56,5.73,5.76,3.55,Ideal,G,SI1,4,6,0.006059725
3007,0.71,61.6,57,5.73,5.76,3.54,Ideal,G,SI1,4,6,0.006076843
3007,0.71,61.4,56,5.72,5.77,3.53,Ideal,G,SI1,4,6,0.006094131
3007,0.76,61.2,57,5.88,5.91,3.61,Ideal,D,SI1,1,6,0.006058172
3008,0.61,61.2,56,5.46,5.48,3.35,Ideal,G,VVS1,4,2,0.006085718
3008,0.7,61.3,57,5.7,5.76,3.51,Ideal,F,VS2,3,5,0.006074263
3010,0.83,62.1,57,6,6.02,3.73,Ideal,F,SI1,3,6,0.006160579
3010,0.8,60.7,59,5.98,6.02,3.64,Ideal,I,VS1,6,4,0.006105074
3011,0.8,62.2,57,5.89,5.85,3.65,Ideal,D,SI1,1,6,0.006361008
3011,0.61,62,54,5.43,5.47,3.38,Ideal,E,VVS2,2,3,0.006076115
3011,0.7,61.9,55,5.7,5.74,3.54,Ideal,F,VS2,3,5,0.006043771
3011,0.7,61.8,57,5.67,5.75,3.53,Ideal,F,VS2,3,5,0.006082364
3011,0.7,62.7,55,5.66,5.69,3.56,Ideal,F,VS2,3,5,0.006105473
3011,0.7,61.4,58,5.7,5.73,3.51,Ideal,F,VS2,3,5,0.006106065
3011,0.77,62.3,55,5.9,5.85,3.66,Ideal,D,SI2,1,7,0.006095394
3011,0.75,61.9,55,5.82,5.85,3.61,Ideal,H,SI1,5,6,0.006102042
3011,0.75,61.9,56,5.81,5.85,3.61,Ideal,H,SI1,5,6,0.006112545
3012,0.82,62.2,57,6,5.97,3.72,Ideal,E,SI2,2,7,0.006153828
3012,0.72,61.7,56,5.74,5.78,3.55,Ideal,G,VS2,4,5,0.006113141
3012,0.72,61,57,5.77,5.8,3.53,Ideal,E,SI1,2,6,0.006094723
3012,0.72,60.3,55,5.85,5.89,3.54,Ideal,E,SI1,2,6,0.0059028
3013,0.71,61.1,57,5.76,5.82,3.54,Ideal,F,VS1,3,4,0.005982871
3013,0.81,61.8,56,6,5.97,3.7,Ideal,E,SI2,2,7,0.006111639
3013,0.81,60.1,57,6.07,6.1,3.66,Ideal,E,SI2,2,7,0.00597703
3014,0.78,62.7,55,5.9,5.87,3.69,Ideal,E,SI1,2,6,0.006103488
3014,0.71,61.8,56,5.7,5.75,3.54,Ideal,H,VVS1,5,2,0.00611945
3015,0.78,61.7,55,5.9,5.94,3.65,Ideal,H,VVS2,5,3,0.006097661
3015,0.81,61,56,5.99,6.05,3.67,Ideal,E,SI2,2,7,0.006090273
3016,0.7,62.7,57,5.65,5.7,3.56,Ideal,E,VS1,2,4,0.006105549
3016,0.76,61.9,55,5.85,5.88,3.64,Ideal,H,VS2,5,5,0.006069865
3016,0.9,62.8,55,6.18,6.11,3.86,Ideal,H,SI2,5,7,0.006174837
3017,0.7,61.1,56,5.72,5.74,3.5,Ideal,G,VS1,4,4,0.00609147
3018,0.71,62.6,56,5.7,5.65,3.55,Ideal,F,VVS2,3,3,0.006210216
3018,0.72,61.2,57,5.79,5.77,3.54,Ideal,H,VS2,5,5,0.006088003
