price,carat,length,width,depth,cut
3011,0.7,5.7,5.73,3.51,Ideal
3011,0.77,5.9,5.85,3.66,Ideal
3011,0.75,5.82,5.85,3.61,Ideal
3011,0.75,5.81,5.85,3.61,Ideal
3012,0.82,6,5.97,3.72,Ideal
3012,0.72,5.74,5.78,3.55,Ideal
3012,0.72,5.77,5.8,3.53,Ideal
3012,0.72,5.85,5.89,3.54,Ideal
3013,0.71,5.76,5.82,3.54,Ideal
3013,0.81,6,5.97,3.7,Ideal
3013,0.81,6.07,6.1,3.66,Ideal
3014,0.78,5.9,5.87,3.69,Ideal
3014,0.71,5.7,5.75,3.54,Ideal
3015,0.78,5.9,5.94,3.65,Ideal
3015,0.81,5.99,6.05,3.67,Ideal
3016,0.7,5.65,5.7,3.56,Ideal
3016,0.76,5.85,5.88,3.64,Ideal
3016,0.9,6.18,6.11,3.86,Ideal
3017,0.7,5.72,5.74,3.5,Ideal
3018,0.71,5.7,5.65,3.55,Ideal
3018,0.72,5.79,5.77,3.54,Ideal
3020,0.71,5.81,5.85,3.52,Ideal
3023,0.65,5.55,5.6,3.46,Ideal
3023,0.85,6.09,6.11,3.76,Ideal
3026,0.59,5.35,5.4,3.32,Ideal
3026,0.71,5.7,5.73,3.56,Ideal
3027,0.83,6.06,6.1,3.73,Ideal
3030,0.8,5.96,5.99,3.71,Ideal
3030,0.74,5.79,5.83,3.58,Ideal
3032,0.55,5.35,5.3,3.26,Ideal
3033,0.73,5.76,5.79,3.56,Ideal
3033,0.76,5.8,5.82,3.63,Ideal
3033,0.52,5.17,5.21,3.17,Ideal
3034,0.91,6.23,6.24,3.84,Ideal
3034,0.7,5.7,5.73,3.51,Ideal
3035,0.71,5.83,5.86,3.48,Ideal
3035,0.72,5.71,5.74,3.57,Ideal
3035,0.78,5.87,5.89,3.67,Ideal
3035,0.71,5.82,5.72,3.5,Ideal
3036,0.74,5.73,5.81,3.61,Ideal
3036,0.61,5.38,5.42,3.37,Ideal
3036,0.78,6,5.96,3.65,Ideal
561,0.32,4.37,4.39,2.69,Ideal
561,0.32,4.4,4.46,2.72,Ideal
561,0.32,4.43,4.46,2.66,Ideal
561,0.32,4.38,4.4,2.71,Ideal
561,0.32,4.37,4.4,2.71,Ideal
561,0.32,4.41,4.42,2.73,Ideal
561,0.32,4.39,4.41,2.71,Ideal
561,0.32,4.4,4.42,2.73,Ideal
561,0.32,4.44,4.49,2.69,Ideal
3037,0.72,5.72,5.75,3.57,Ideal
3038,0.76,5.85,5.88,3.6,Ideal
3038,0.7,5.71,5.73,3.52,Ideal
3038,0.73,5.76,5.79,3.59,Ideal
3041,0.73,5.78,5.81,3.58,Ideal
3041,0.71,5.66,5.7,3.56,Ideal
3041,0.71,5.73,5.77,3.55,Ideal
3042,0.71,5.73,5.7,3.57,Ideal
3043,0.81,6.27,6.23,3.83,Ideal
3044,0.83,6.03,5.95,3.72,Ideal
3045,1.14,6.81,6.71,4.07,Ideal
3045,0.75,5.91,5.89,3.59,Ideal
3047,0.93,6.22,6.2,3.87,Ideal
3048,0.72,5.7,5.76,3.55,Ideal
3048,0.9,6.13,6.11,3.83,Ideal
3049,0.75,5.8,5.86,3.58,Ideal
3049,0.66,5.64,5.57,3.45,Ideal
3049,0.83,6.08,6.04,3.75,Ideal
3050,0.76,5.87,5.93,3.62,Ideal
3050,0.76,5.82,5.9,3.6,Ideal
3050,0.81,5.97,5.91,3.69,Ideal
3052,0.77,5.93,5.97,3.64,Ideal
3053,0.71,5.77,5.83,3.53,Ideal
3053,0.81,5.94,5.98,3.72,Ideal
3053,0.78,5.92,5.98,3.63,Ideal
3053,0.75,5.84,5.91,3.6,Ideal
3053,0.79,5.96,5.92,3.69,Ideal
3056,0.61,5.5,5.47,3.34,Ideal
3056,0.78,5.9,5.93,3.65,Ideal
3056,0.76,5.84,5.86,3.65,Ideal
3057,0.57,5.36,5.44,3.3,Ideal
3061,0.71,5.75,5.79,3.55,Ideal
3062,0.72,5.76,5.79,3.55,Ideal
3064,0.7,5.72,5.75,3.52,Ideal
3064,0.7,5.72,5.75,3.53,Ideal
3064,0.8,5.99,5.93,3.66,Ideal
3065,0.7,5.7,5.75,3.52,Ideal
3065,0.65,5.6,5.62,3.45,Ideal
3066,0.77,5.9,5.93,3.63,Ideal
3066,0.71,5.7,5.75,3.55,Ideal
3066,0.71,5.73,5.76,3.57,Ideal
3066,0.8,5.94,5.99,3.73,Ideal
3066,0.8,5.94,5.96,3.68,Ideal
3067,0.78,5.87,5.9,3.69,Ideal
3068,0.7,5.65,5.69,3.55,Ideal
3071,0.82,6.05,6.01,3.72,Ideal
3073,0.7,5.72,5.75,3.53,Ideal
3073,0.75,5.86,5.89,3.62,Ideal
3073,0.71,5.69,5.73,3.55,Ideal
3074,0.77,5.89,5.93,3.63,Ideal
3075,0.72,5.72,5.75,3.57,Ideal
3075,0.76,5.87,5.9,3.63,Ideal
3075,0.76,5.81,5.85,3.66,Ideal
3075,0.79,5.93,5.86,3.71,Ideal
3077,0.73,5.75,5.8,3.62,Ideal
3079,0.76,5.79,5.83,3.56,Ideal
3080,1,6.41,6.44,3.94,Ideal
3080,0.71,5.75,5.78,3.56,Ideal
3080,0.71,5.73,5.75,3.55,Ideal
3081,0.75,5.8,5.82,3.61,Ideal
3081,0.79,5.93,5.95,3.68,Ideal
3081,0.71,5.74,5.7,3.56,Ideal
3082,0.6,5.35,5.43,3.38,Ideal
3082,0.6,5.4,5.44,3.36,Ideal
3082,0.8,6.05,5.98,3.67,Ideal
3084,0.53,5.19,5.24,3.22,Ideal
3084,0.61,5.43,5.47,3.39,Ideal
3084,0.85,6.08,6.11,3.78,Ideal
3084,0.81,6.03,5.98,3.7,Ideal
3084,0.72,5.76,5.72,3.58,Ideal
3086,0.75,5.85,5.87,3.62,Ideal
3087,0.76,5.83,5.87,3.65,Ideal
3087,0.74,5.84,5.79,3.6,Ideal
3089,0.77,5.87,5.91,3.61,Ideal
3089,0.73,5.74,5.79,3.54,Ideal
3089,0.73,5.81,5.85,3.55,Ideal
3089,0.73,5.84,5.87,3.55,Ideal
3089,0.73,5.76,5.8,3.58,Ideal
3089,0.73,5.79,5.86,3.56,Ideal
3089,0.73,5.78,5.81,3.57,Ideal
3090,0.71,5.71,5.68,3.56,Ideal
3090,0.58,5.36,5.39,3.31,Ideal
3090,0.87,6.03,6.13,3.78,Ideal
3091,0.72,5.79,5.82,3.53,Ideal
3092,0.7,5.66,5.7,3.5,Ideal
3092,0.7,5.67,5.7,3.54,Ideal
3093,0.7,5.68,5.71,3.53,Ideal
3093,0.7,5.69,5.72,3.53,Ideal
3093,0.72,5.76,5.74,3.57,Ideal
3095,0.71,5.7,5.73,3.57,Ideal
3097,0.81,6.23,6.27,3.83,Ideal
3097,0.52,5.19,5.2,3.21,Ideal
3097,0.53,5.21,5.27,3.23,Ideal
3099,0.72,5.76,5.73,3.55,Ideal
3101,0.93,6.2,6.22,3.87,Ideal
3101,0.74,5.84,5.86,3.6,Ideal
3101,0.81,5.94,5.98,3.7,Ideal
3102,0.72,5.77,5.82,3.55,Ideal
3102,0.9,6.16,6.23,3.88,Ideal
3103,0.83,6.04,6.08,3.75,Ideal
3103,0.66,5.57,5.64,3.45,Ideal
3103,0.71,5.7,5.75,3.56,Ideal
3104,0.9,6.19,6.14,3.87,Ideal
3105,0.78,5.91,5.94,3.67,Ideal
3105,0.78,5.97,6.03,3.64,Ideal
3105,0.9,6.27,6.24,3.74,Ideal
3105,0.72,5.78,5.75,3.6,Ideal
3107,0.79,5.92,5.96,3.69,Ideal
3107,0.7,5.62,5.69,3.52,Ideal
561,0.32,4.4,4.42,2.71,Ideal
561,0.32,4.41,4.43,2.71,Ideal
561,0.32,4.37,4.41,2.75,Ideal
561,0.32,4.38,4.42,2.72,Ideal
561,0.32,4.43,4.46,2.68,Ideal
561,0.32,4.39,4.43,2.73,Ideal
3108,0.77,5.89,5.95,3.64,Ideal
3109,0.81,5.92,5.97,3.71,Ideal
3111,0.8,5.89,5.96,3.74,Ideal
3112,0.71,5.71,5.79,3.54,Ideal
3113,0.82,6.02,6.07,3.7,Ideal
3114,0.76,5.86,5.91,3.63,Ideal
3114,0.77,5.85,5.88,3.64,Ideal
3114,0.93,6.35,6.32,3.87,Ideal
3116,0.71,5.77,5.79,3.54,Ideal
3118,0.85,6.26,6.17,3.75,Ideal
3118,0.87,6.14,6.09,3.77,Ideal
3119,0.7,5.7,5.74,3.54,Ideal
3119,0.7,5.74,5.76,3.52,Ideal
3120,0.75,5.82,5.85,3.62,Ideal
3121,0.77,5.93,5.89,3.69,Ideal
3121,0.86,6.1,6.07,3.78,Ideal
3122,0.72,5.74,5.77,3.56,Ideal
3122,0.72,5.85,5.88,3.52,Ideal
3123,0.7,5.61,5.65,3.51,Ideal
3123,0.71,5.7,5.75,3.53,Ideal
3123,0.71,5.75,5.79,3.52,Ideal
3123,0.71,5.72,5.74,3.54,Ideal
3123,0.82,6.07,6.06,3.68,Ideal
3124,0.72,5.79,5.77,3.55,Ideal
3125,0.83,6.02,6.05,3.7,Ideal
3125,0.52,5.2,5.19,3.21,Ideal
3126,0.72,5.72,5.81,3.53,Ideal
3126,0.57,5.33,5.35,3.29,Ideal
3127,0.73,5.77,5.74,3.58,Ideal
3127,0.73,5.81,5.75,3.58,Ideal
3128,0.71,5.75,5.77,3.52,Ideal
3129,0.7,5.7,5.74,3.52,Ideal
3129,0.75,5.72,5.79,3.6,Ideal
3130,0.74,5.82,5.85,3.57,Ideal
3130,0.74,5.87,5.93,3.57,Ideal
3130,0.74,5.8,5.83,3.6,Ideal
3130,0.74,5.81,5.83,3.57,Ideal
3131,0.82,5.94,5.98,3.73,Ideal
3133,0.72,5.76,5.8,3.56,Ideal
3133,0.82,6.02,6.05,3.73,Ideal
3135,0.71,5.76,5.78,3.53,Ideal
3135,0.71,5.77,5.82,3.5,Ideal
3135,0.73,5.71,5.77,3.61,Ideal
3136,0.75,5.93,5.9,3.56,Ideal
3136,0.71,5.74,5.71,3.56,Ideal
3136,1,6.44,6.41,3.94,Ideal
3137,0.8,5.98,6.05,3.67,Ideal
3137,0.71,5.78,5.81,3.53,Ideal
3137,0.71,5.68,5.72,3.55,Ideal
3139,0.72,5.71,5.76,3.58,Ideal
3139,0.54,5.28,5.25,3.23,Ideal
3140,0.73,5.8,5.89,3.57,Ideal
3140,0.7,5.7,5.74,3.5,Ideal
3140,0.73,5.82,5.79,3.62,Ideal
3142,0.7,5.69,5.72,3.53,Ideal
3142,1.02,6.61,6.55,3.87,Ideal
3143,0.83,6.06,6.13,3.72,Ideal
3145,0.7,5.72,5.75,3.51,Ideal
3145,0.7,5.73,5.77,3.52,Ideal
3145,0.71,5.79,5.83,3.49,Ideal
3145,0.7,5.71,5.76,3.53,Ideal
3145,0.72,5.85,5.83,3.54,Ideal
3146,0.71,5.74,5.79,3.53,Ideal
3146,0.81,6,6.05,3.69,Ideal
3146,0.78,5.86,5.9,3.65,Ideal
3146,1.06,6.51,6.46,4.07,Ideal
3148,0.77,5.9,5.85,3.66,Ideal
3148,1.02,6.45,6.39,4.03,Ideal
3150,0.75,5.86,5.84,3.61,Ideal
3151,0.72,5.78,5.8,3.55,Ideal
3152,0.75,5.81,5.84,3.61,Ideal
3153,0.8,6.03,6.08,3.67,Ideal
3153,0.71,5.69,5.73,3.54,Ideal
3154,0.58,5.34,5.35,3.29,Ideal
3154,0.73,5.79,5.81,3.58,Ideal
3154,0.77,5.87,5.9,3.63,Ideal
3154,0.7,5.7,5.73,3.5,Ideal
3154,0.7,5.72,5.76,3.54,Ideal
3154,0.8,6,5.95,3.7,Ideal
3157,0.64,5.51,5.54,3.43,Ideal
3158,0.77,5.84,5.87,3.65,Ideal
3159,0.78,5.92,5.94,3.68,Ideal
3160,0.7,5.68,5.74,3.54,Ideal
3160,0.9,6.16,6.24,3.8,Ideal
3160,0.81,5.96,5.99,3.7,Ideal
3161,0.63,5.48,5.52,3.43,Ideal
3161,0.71,5.74,5.71,3.58,Ideal
3162,0.7,5.74,5.76,3.51,Ideal
3163,0.79,5.96,6.01,3.67,Ideal
3164,0.73,5.79,5.82,3.56,Ideal
3164,0.73,5.83,5.88,3.57,Ideal
3165,0.7,5.63,5.68,3.55,Ideal
3167,0.71,5.72,5.84,3.59,Ideal
3167,0.72,5.78,5.81,3.58,Ideal
3167,0.7,5.66,5.69,3.55,Ideal
3167,0.79,5.93,5.96,3.65,Ideal
3167,0.85,6.1,6.14,3.78,Ideal
3167,0.7,5.68,5.71,3.54,Ideal
3168,1.08,6.64,6.62,4.1,Ideal
3168,1.23,6.92,6.87,4.25,Ideal
3169,0.79,5.96,6.01,3.66,Ideal
3169,0.77,5.93,5.95,3.65,Ideal
3170,0.92,6.24,6.29,3.9,Ideal
3170,0.76,5.84,5.87,3.62,Ideal
3170,0.75,5.81,5.85,3.62,Ideal
3170,0.74,5.79,5.76,3.6,Ideal
3170,0.74,5.83,5.78,3.58,Ideal
3170,0.74,5.79,5.77,3.6,Ideal
3171,0.74,5.79,5.83,3.61,Ideal
3171,0.83,6.04,6.08,3.73,Ideal
3171,0.78,5.87,5.9,3.66,Ideal
3171,0.75,5.81,5.84,3.6,Ideal
3171,0.83,6.05,6.09,3.75,Ideal
3171,0.79,5.99,6.05,3.63,Ideal
3172,1.03,6.48,6.52,4,Ideal
3172,1.03,6.43,6.36,4,Ideal
3172,0.7,5.65,5.7,3.65,Ideal
3172,0.7,5.64,5.67,3.52,Ideal
3173,0.8,5.97,6,3.68,Ideal
3175,0.7,5.78,5.82,3.49,Ideal
3175,0.9,6.18,6.14,3.85,Ideal
3176,0.77,5.89,5.93,3.69,Ideal
561,0.32,4.41,4.44,2.73,Ideal
561,0.32,4.39,4.41,2.73,Ideal
561,0.32,4.41,4.42,2.73,Ideal
561,0.32,4.4,4.41,2.71,Ideal
561,0.32,4.39,4.4,2.7,Ideal
561,0.32,4.37,4.4,2.72,Ideal
561,0.32,4.42,4.45,2.74,Ideal
561,0.32,4.44,4.46,2.72,Ideal
561,0.32,4.38,4.42,2.75,Ideal
561,0.32,4.41,4.43,2.73,Ideal
562,0.31,4.37,4.39,2.7,Ideal
3176,0.7,5.73,5.76,3.51,Ideal
3176,0.72,5.82,5.89,3.54,Ideal
3177,0.74,5.86,5.89,3.59,Ideal
3178,0.74,5.83,5.81,3.62,Ideal
3179,0.72,5.7,5.74,3.58,Ideal
3179,0.72,5.8,5.84,3.54,Ideal
3179,0.72,5.69,5.75,3.55,Ideal
3179,0.72,5.68,5.73,3.58,Ideal
3180,0.72,5.77,5.8,3.52,Ideal
3180,0.72,5.74,5.78,3.56,Ideal
3180,0.72,5.74,5.76,3.54,Ideal
3181,0.63,5.49,5.54,3.37,Ideal
3181,0.92,6.21,6.26,3.85,Ideal
3181,0.8,5.98,5.92,3.67,Ideal
3182,0.73,5.77,5.8,3.59,Ideal
3183,0.73,5.74,5.81,3.61,Ideal
3183,0.73,5.74,5.77,3.58,Ideal
3183,0.85,6.13,6.18,3.74,Ideal
3183,0.76,5.92,5.88,3.63,Ideal
3184,0.78,5.94,5.89,3.65,Ideal
3185,0.7,5.71,5.76,3.51,Ideal
3185,0.7,5.75,5.79,3.51,Ideal
3185,0.7,5.66,5.7,3.5,Ideal
3185,0.79,6.02,5.95,3.66,Ideal
3189,0.77,5.87,5.91,3.63,Ideal
3189,0.85,6.06,6.01,3.79,Ideal
3189,0.71,5.74,5.77,3.56,Ideal
3189,0.74,5.92,5.94,3.53,Ideal
3189,0.73,5.8,5.76,3.57,Ideal
3189,0.73,5.8,5.77,3.58,Ideal
3190,0.71,5.71,5.75,3.55,Ideal
3191,0.7,5.69,5.82,3.49,Ideal
3191,0.7,5.75,5.83,3.49,Ideal
3191,0.7,5.71,5.67,3.53,Ideal
3191,0.71,5.71,5.75,3.56,Ideal
3191,0.71,5.71,5.74,3.55,Ideal
3192,0.8,5.96,5.99,3.67,Ideal
3192,0.71,5.71,5.74,3.56,Ideal
3192,0.75,5.93,5.9,3.56,Ideal
3192,0.81,5.97,6.02,3.73,Ideal
3192,0.76,5.92,5.89,3.63,Ideal
3193,0.73,5.8,5.75,3.59,Ideal
3195,0.73,5.79,5.82,3.62,Ideal
3195,0.71,5.68,5.72,3.55,Ideal
3195,0.8,5.96,6,3.69,Ideal
3196,0.6,5.42,5.45,3.34,Ideal
3196,0.91,6.27,6.2,3.85,Ideal
3197,0.51,5.13,5.21,3.17,Ideal
3198,0.73,5.74,5.77,3.58,Ideal
3198,0.71,5.71,5.75,3.52,Ideal
3198,0.71,5.66,5.7,3.54,Ideal
3198,0.83,6.05,6,3.74,Ideal
3199,0.71,5.7,5.73,3.58,Ideal
3199,0.71,5.71,5.74,3.5,Ideal
3199,0.7,5.67,5.65,3.53,Ideal
3199,0.7,5.76,5.73,3.54,Ideal
3200,0.74,5.83,5.79,3.61,Ideal
3200,0.9,6.15,6.06,3.82,Ideal
3201,0.7,5.72,5.75,3.47,Ideal
3201,0.7,5.67,5.73,3.48,Ideal
3201,0.73,5.75,5.79,3.6,Ideal
3201,0.84,6.03,6.09,3.72,Ideal
3201,0.76,5.92,5.89,3.6,Ideal
3204,1.02,6.39,6.35,3.97,Ideal
3205,0.7,5.75,5.79,3.51,Ideal
3205,0.7,5.74,5.77,3.51,Ideal
3206,0.75,5.84,5.86,3.61,Ideal
3206,0.58,5.38,5.41,3.27,Ideal
3206,0.7,5.71,5.75,3.5,Ideal
3206,0.7,5.71,5.76,3.53,Ideal
3207,0.83,6,6.04,3.74,Ideal
3207,1.01,6.48,6.4,4,Ideal
3209,0.73,5.81,5.86,3.55,Ideal
3209,0.79,5.94,6,3.65,Ideal
3210,0.8,5.95,6,3.7,Ideal
3210,0.71,5.65,5.69,3.55,Ideal
3210,0.79,5.98,6.05,3.66,Ideal
3211,0.73,5.73,5.71,3.58,Ideal
3212,0.61,5.5,5.55,3.31,Ideal
3212,0.71,5.7,5.75,3.59,Ideal
3212,0.71,5.74,5.76,3.56,Ideal
3212,0.71,5.69,5.73,3.56,Ideal
3212,0.76,5.85,5.9,3.59,Ideal
3214,0.78,5.95,5.97,3.64,Ideal
3215,0.92,6.31,6.22,3.83,Ideal
3216,1.1,6.65,6.6,4.09,Ideal
3217,0.71,5.71,5.74,3.58,Ideal
3217,0.64,5.57,5.59,3.4,Ideal
3217,0.71,5.8,5.84,3.51,Ideal
3218,0.52,5.15,5.17,3.2,Ideal
3218,0.77,5.91,5.87,3.63,Ideal
3219,0.72,5.71,5.78,3.6,Ideal
3219,0.72,5.65,5.71,3.56,Ideal
3220,0.73,5.75,5.8,3.59,Ideal
3222,0.71,5.73,5.77,3.53,Ideal
3223,0.51,5.14,5.15,3.16,Ideal
3223,0.72,5.76,5.79,3.54,Ideal
3226,0.74,5.76,5.79,3.6,Ideal
3226,0.72,5.92,5.8,3.55,Ideal
3226,0.51,5.21,5.13,3.17,Ideal
3228,0.65,5.54,5.57,3.41,Ideal
3229,0.7,5.67,5.61,3.55,Ideal
3229,0.71,5.72,5.77,3.55,Ideal
3229,0.71,5.73,5.75,3.54,Ideal
3229,0.71,5.74,5.79,3.51,Ideal
3229,0.71,5.74,5.78,3.54,Ideal
3230,1.03,6.52,6.48,4,Ideal
3231,0.81,6.02,6.06,3.65,Ideal
3231,0.83,5.96,6.01,3.75,Ideal
3234,0.71,5.7,5.74,3.56,Ideal
3234,0.7,5.78,5.8,3.47,Ideal
3234,0.71,5.74,5.79,3.54,Ideal
3234,1.05,6.59,6.55,3.98,Ideal
3235,0.73,5.73,5.76,3.59,Ideal
3235,0.7,5.71,5.76,3.57,Ideal
3235,0.72,5.73,5.76,3.57,Ideal
3236,0.72,5.77,5.89,3.55,Ideal
3238,0.7,5.68,5.6,3.54,Ideal
3238,0.71,5.8,5.85,3.52,Ideal
3238,0.71,5.66,5.69,3.56,Ideal
3239,0.73,5.75,5.77,3.56,Ideal
3242,0.79,5.95,6.02,3.66,Ideal
3242,0.72,5.83,5.86,3.52,Ideal
3243,0.68,5.67,5.71,3.49,Ideal
3245,0.71,5.69,5.65,3.58,Ideal
3246,0.74,5.85,5.87,3.56,Ideal
3246,0.84,6.04,6.06,3.74,Ideal
562,0.31,4.38,4.4,2.73,Ideal
562,0.31,4.34,4.38,2.71,Ideal
562,0.31,4.38,4.4,2.67,Ideal
562,0.31,4.37,4.4,2.68,Ideal
562,0.31,4.37,4.38,2.72,Ideal
562,0.31,4.34,4.37,2.7,Ideal
562,0.31,4.36,4.38,2.68,Ideal
563,0.35,4.55,4.58,2.81,Ideal
563,0.31,4.34,4.37,2.68,Ideal
564,0.32,4.4,4.43,2.73,Ideal
564,0.33,4.43,4.46,2.74,Ideal
564,0.33,4.46,4.49,2.72,Ideal
564,0.3,4.29,4.32,2.66,Ideal
564,0.3,4.28,4.32,2.68,Ideal
564,0.26,4.07,4.09,2.55,Ideal
565,0.36,4.58,4.61,2.84,Ideal
565,0.34,4.51,4.53,2.8,Ideal
565,0.34,4.46,4.49,2.8,Ideal
565,0.31,4.36,4.41,2.69,Ideal
565,0.31,4.37,4.41,2.71,Ideal
3246,0.91,6.24,6.19,3.8,Ideal
3247,0.7,5.65,5.7,3.55,Ideal
3247,0.71,5.7,5.75,3.55,Ideal
3247,0.71,5.67,5.73,3.56,Ideal
3247,0.52,5.17,5.15,3.2,Ideal
3248,0.76,5.83,5.79,3.66,Ideal
3248,0.61,5.47,5.53,3.38,Ideal
3248,0.61,5.44,5.49,3.36,Ideal
3248,0.61,5.47,5.49,3.34,Ideal
3248,0.65,5.56,5.59,3.45,Ideal
3248,0.7,5.72,5.77,3.57,Ideal
3249,0.76,5.89,5.92,3.63,Ideal
3249,0.76,5.85,5.91,3.59,Ideal
3249,0.73,5.79,5.82,3.58,Ideal
3251,0.71,5.77,5.8,3.53,Ideal
3251,0.8,6,6.03,3.66,Ideal
3251,0.82,5.95,5.99,3.74,Ideal
3251,0.9,6.18,6.12,3.83,Ideal
3251,0.9,6.25,6.22,3.79,Ideal
3251,0.77,5.94,5.9,3.6,Ideal
3252,0.71,5.71,5.76,3.56,Ideal
3253,0.7,5.68,5.7,3.52,Ideal
3253,0.7,5.7,5.74,3.52,Ideal
3253,0.7,5.7,5.73,3.53,Ideal
3253,0.77,5.89,5.92,3.63,Ideal
3254,0.83,6,6.05,3.74,Ideal
3254,0.71,5.71,5.76,3.6,Ideal
3254,0.74,5.86,5.88,3.58,Ideal
3254,0.74,5.82,5.84,3.62,Ideal
3255,0.9,6.16,6.26,3.88,Ideal
3255,0.73,5.76,5.81,3.58,Ideal
3256,0.91,6.18,6.22,3.85,Ideal
3256,0.79,5.97,5.89,3.67,Ideal
3257,0.76,5.89,5.92,3.6,Ideal
3257,0.81,5.97,6.04,3.71,Ideal
3257,0.72,5.76,5.8,3.55,Ideal
3259,0.78,5.91,5.93,3.63,Ideal
3261,0.7,5.73,5.75,3.53,Ideal
3262,0.71,5.75,5.79,3.51,Ideal
3263,0.75,5.76,5.81,3.61,Ideal
3264,0.88,6.04,6.09,3.83,Ideal
3264,0.88,6.12,6.16,3.83,Ideal
3265,0.72,5.76,5.79,3.53,Ideal
3265,0.7,5.72,5.75,3.48,Ideal
3265,0.84,6.07,6.13,3.75,Ideal
3266,0.93,6.31,6.28,3.9,Ideal
3267,0.91,6.23,6.26,3.79,Ideal
3267,0.78,5.87,5.9,3.67,Ideal
3267,0.78,5.87,5.9,3.66,Ideal
3268,0.7,5.66,5.68,3.55,Ideal
3270,0.56,5.28,5.31,3.27,Ideal
3270,0.73,5.8,5.77,3.56,Ideal
3270,0.73,5.78,5.76,3.59,Ideal
3270,0.79,6.01,5.96,3.67,Ideal
3271,0.67,5.61,5.65,3.47,Ideal
3272,0.71,5.84,5.86,3.49,Ideal
3273,0.73,5.86,5.9,3.54,Ideal
3274,0.72,5.83,5.85,3.54,Ideal
3274,0.72,5.77,5.85,3.56,Ideal
3274,0.72,5.76,5.79,3.55,Ideal
3275,0.95,6.32,6.26,3.96,Ideal
3275,0.73,5.76,5.8,3.57,Ideal
3275,0.72,5.81,5.83,3.52,Ideal
3275,0.72,5.7,5.73,3.58,Ideal
3276,0.78,5.95,5.89,3.67,Ideal
3276,1,6.38,6.35,3.98,Ideal
3276,1.25,6.95,6.91,4.22,Ideal
3278,0.7,5.73,5.75,3.51,Ideal
3279,0.84,6.06,6.03,3.77,Ideal
3281,0.71,5.74,5.76,3.58,Ideal
3281,0.93,6.26,6.22,3.89,Ideal
3283,0.84,5.99,6.04,3.75,Ideal
3283,0.72,5.69,5.72,3.57,Ideal
3283,0.72,5.74,5.77,3.56,Ideal
3283,0.72,5.72,5.75,3.56,Ideal
3284,0.52,5.19,5.22,3.2,Ideal
3284,0.71,5.78,5.81,3.5,Ideal
3284,0.86,6.16,6.19,3.72,Ideal
3287,0.74,5.76,5.79,3.61,Ideal
3287,0.7,5.64,5.68,3.54,Ideal
3287,0.7,5.64,5.67,3.54,Ideal
3290,0.83,6.02,6.1,3.68,Ideal
3290,0.71,5.74,5.78,3.52,Ideal
3290,0.71,5.75,5.78,3.55,Ideal
3293,0.8,5.98,6.03,3.61,Ideal
3293,0.76,5.95,5.92,3.57,Ideal
3294,0.72,5.79,5.76,3.53,Ideal
3295,0.72,5.8,5.84,3.55,Ideal
3296,0.8,5.9,5.93,3.7,Ideal
3296,0.91,6.26,6.23,3.79,Ideal
3297,0.8,5.97,5.94,3.69,Ideal
3298,0.7,5.68,5.73,3.53,Ideal
3299,0.62,5.46,5.5,3.37,Ideal
3299,0.91,6.18,6.22,3.84,Ideal
3299,0.71,5.68,5.72,3.52,Ideal
3299,0.71,5.73,5.76,3.55,Ideal
3299,0.71,5.72,5.75,3.55,Ideal
3299,0.71,5.75,5.79,3.55,Ideal
3299,1.05,6.58,6.53,3.91,Ideal
3300,0.77,5.91,5.94,3.66,Ideal
3300,0.7,5.73,5.8,3.51,Ideal
3301,0.72,5.81,5.84,3.55,Ideal
3301,0.71,5.69,5.74,3.53,Ideal
3301,0.73,5.76,5.82,3.6,Ideal
3303,0.7,5.73,5.76,3.49,Ideal
3303,0.77,5.91,5.96,3.62,Ideal
3303,0.81,5.95,6,3.71,Ideal
3304,0.71,5.72,5.75,3.56,Ideal
3304,0.71,5.72,5.75,3.55,Ideal
3304,0.72,5.81,5.84,3.54,Ideal
3304,0.71,5.69,5.71,3.56,Ideal
3306,0.82,6.18,6.08,3.68,Ideal
3306,0.76,5.85,5.9,3.63,Ideal
3306,0.76,5.88,5.92,3.66,Ideal
3307,0.71,5.72,5.74,3.53,Ideal
3307,0.71,5.75,5.77,3.53,Ideal
3307,0.73,5.8,5.86,3.55,Ideal
3308,0.9,6.22,6.25,3.79,Ideal
3309,0.77,5.9,5.94,3.6,Ideal
3309,0.7,5.67,5.71,3.54,Ideal
3309,0.7,5.69,5.72,3.5,Ideal
565,0.31,4.36,4.39,2.72,Ideal
565,0.31,4.36,4.41,2.69,Ideal
565,0.31,4.32,4.36,2.7,Ideal
565,0.3,4.29,4.33,2.69,Ideal
566,0.27,4.18,4.2,2.54,Ideal
566,0.38,4.58,4.59,2.88,Ideal
566,0.27,4.18,4.21,2.58,Ideal
566,0.27,4.18,4.21,2.58,Ideal
3310,0.73,5.79,5.82,3.57,Ideal
3310,0.62,5.45,5.48,3.38,Ideal
3311,0.73,5.8,5.75,3.6,Ideal
3312,1.24,6.89,6.84,4.29,Ideal
3312,1.24,6.86,6.81,4.26,Ideal
3313,0.57,5.37,5.4,3.3,Ideal
3314,0.83,5.96,6.02,3.71,Ideal
3315,0.74,5.86,5.81,3.6,Ideal
3316,0.71,5.72,5.7,3.56,Ideal
3318,0.79,6.06,6.02,3.58,Ideal
3319,0.73,5.89,5.92,3.65,Ideal
