price,carat,total_depth_%,table,length,width,depth,cut,color,clarity,color_mod,clarity_mod
2805,0.57,58.7,66,5.34,5.43,3.16,Fair,E,VVS1,2,2
2805,0.73,62.5,57,5.75,5.7,3.58,Premium,F,VS2,3,5
2805,0.72,62.8,56,5.74,5.7,3.59,Ideal,G,VS2,4,5
2805,0.74,61.1,68,5.82,5.75,3.53,Fair,F,VS2,3,5
2805,0.82,64,57,5.92,5.89,3.78,Good,G,VS2,4,5
2806,0.81,62.5,60,5.89,5.94,3.69,Very Good,G,SI1,4,6
2806,0.75,60.6,58,5.85,5.9,3.56,Very Good,H,VVS1,5,2
2806,0.7,61.6,55,5.72,5.74,3.53,Ideal,F,SI1,3,6
2807,0.71,62.2,58,5.66,5.72,3.54,Very Good,F,VS1,3,4
2807,0.71,60,57,5.84,5.9,3.52,Very Good,F,VS1,3,4
2807,0.93,61.9,57,6.21,6.19,3.84,Premium,J,SI2,7,7
2808,0.8,62.8,57,5.87,5.91,3.7,Very Good,H,VS2,5,5
2808,0.7,62,57,5.64,5.71,3.52,Very Good,F,VS1,3,4
2808,1,66.4,59,6.16,6.09,4.07,Fair,G,I1,4,8
2808,0.75,63.4,56,5.78,5.74,3.65,Very Good,G,VS2,4,5
2808,0.58,60.9,56,5.41,5.43,3.3,Ideal,E,VVS2,2,3
2808,0.73,63.1,57,5.74,5.7,3.61,Very Good,D,SI1,1,6
2809,0.81,63.1,59,5.85,5.79,3.67,Very Good,F,SI1,3,6
2809,0.81,59.2,57,6.15,6.05,3.61,Premium,D,SI2,1,7
2809,0.71,60.7,54,5.84,5.8,3.53,Premium,F,SI1,3,6
2809,1.2,64.6,56,6.73,6.66,4.33,Fair,F,I1,3,8
2810,0.7,61.8,56,5.63,5.7,3.5,Very Good,F,VS1,3,4
2810,0.7,59.9,60,5.77,5.84,3.48,Very Good,F,VS1,3,4
2810,0.74,61.7,55,5.81,5.85,3.6,Ideal,D,SI2,1,7
2810,0.7,62.8,61,5.57,5.61,3.51,Good,F,VS1,3,4
2810,0.8,62.7,57,5.84,5.93,3.69,Good,G,SI1,4,6
2811,0.75,63.4,58,5.72,5.76,3.64,Very Good,F,SI1,3,6
2811,0.83,63.5,54,5.98,5.95,3.79,Very Good,D,SI1,1,6
2811,1,65.7,59,6.14,6.07,4.01,Fair,J,VS2,7,5
2811,0.99,68.1,56,6.21,6.06,4.18,Fair,I,SI2,6,7
2812,0.7,63,60,5.57,5.64,3.53,Very Good,G,VS1,4,4
2812,0.7,59.5,58,5.75,5.85,3.45,Very Good,F,VS2,3,5
2812,0.7,63.5,59,5.49,5.53,3.5,Good,E,SI1,2,6
2812,0.7,61.7,58,5.63,5.69,3.49,Very Good,F,VS2,3,5
554,0.32,62.7,58,4.37,4.34,2.73,Premium,I,SI1,6,6
554,0.32,62.8,58,4.39,4.34,2.74,Premium,I,SI1,6,6
554,0.32,62.4,57,4.37,4.35,2.72,Ideal,I,SI1,6,6
554,0.32,61,59,4.39,4.36,2.67,Premium,I,SI1,6,6
554,0.32,63.1,56,4.39,4.36,2.76,Very Good,I,SI1,6,6
554,0.32,60.7,57,4.47,4.42,2.7,Ideal,I,SI1,6,6
554,0.3,60.9,59,4.31,4.29,2.62,Premium,H,SI1,5,6
554,0.3,60.1,55,4.41,4.38,2.64,Premium,H,SI1,5,6
554,0.3,62.9,58,4.28,4.24,2.68,Premium,H,SI1,5,6
554,0.3,63.3,56,4.29,4.27,2.71,Very Good,H,SI1,5,6
554,0.3,63.8,55,4.26,4.2,2.7,Good,H,SI1,5,6
554,0.3,62.9,57,4.27,4.22,2.67,Ideal,H,SI1,5,6
554,0.3,63.4,60,4.25,4.23,2.69,Very Good,H,SI1,5,6
554,0.32,63.9,55,4.36,4.34,2.78,Good,I,SI1,6,6
554,0.33,61.4,56,4.85,4.79,2.95,Ideal,H,SI2,5,7
555,0.29,61.9,55,4.28,4.33,2.66,Very Good,E,VS1,2,4
555,0.29,62.4,55,4.2,4.25,2.63,Very Good,E,VS1,2,4
555,0.31,61.8,58,4.32,4.35,2.68,Very Good,F,SI1,3,6
555,0.34,61.5,56,4.47,4.5,2.76,Ideal,H,VS2,5,5
555,0.34,60.4,57,4.54,4.57,2.75,Ideal,H,VS2,5,5
555,0.34,61.8,55,4.48,4.52,2.78,Ideal,I,VS1,6,4
555,0.34,62,56,4.5,4.53,2.8,Ideal,I,VS1,6,4
555,0.3,62.3,56,4.29,4.31,2.68,Ideal,G,VS1,4,4
555,0.29,61.6,56,4.26,4.31,2.64,Ideal,F,VS1,3,4
555,0.35,60.6,56,4.56,4.58,2.77,Ideal,G,SI1,4,6
555,0.43,58.4,62,4.94,5,2.9,Very Good,E,I1,2,8
556,0.32,61.4,58,4.37,4.42,2.7,Very Good,F,VS2,3,5
556,0.36,61.9,56,4.54,4.57,2.82,Ideal,I,VS2,6,5
556,0.3,62,56,4.28,4.3,2.66,Ideal,G,VS2,4,5
556,0.26,61.5,57,4.09,4.12,2.52,Ideal,E,VS1,2,4
2812,0.7,62.3,58,5.64,5.72,3.54,Very Good,F,VS2,3,5
2812,0.7,60.9,61,5.66,5.71,3.46,Very Good,F,VS2,3,5
2812,0.71,62.4,57,5.69,5.72,3.56,Ideal,D,SI1,1,6
2812,0.99,55,61,6.72,6.67,3.68,Fair,J,SI1,7,6
2812,0.73,58.6,60,5.92,5.89,3.46,Premium,E,VS2,2,5
2812,0.51,62,57,5.15,5.11,3.18,Ideal,F,VVS1,3,2
2813,0.91,59.8,58,6.3,6.29,3.77,Premium,G,SI2,4,7
2813,0.84,63.4,55,6,5.95,3.79,Very Good,E,SI1,2,6
2813,0.91,64.3,58,6.09,6.05,3.9,Good,I,VS2,6,5
2814,0.76,62.2,59,5.86,5.81,3.63,Premium,E,SI1,2,6
2814,0.76,61.7,57,5.88,5.85,3.62,Ideal,E,SI1,2,6
2814,0.75,61.1,59,5.86,5.83,3.57,Premium,E,SI1,2,6
2815,0.55,61.5,56,5.23,5.27,3.23,Very Good,D,VVS1,1,2
2815,0.76,58.5,62,5.93,6.01,3.49,Very Good,F,SI2,3,7
2815,0.74,61.7,58,5.79,5.81,3.58,Premium,G,VS1,4,4
2815,0.7,60.4,56,5.75,5.81,3.49,Ideal,H,SI1,5,6
2815,0.7,61.4,56,5.7,5.76,3.52,Ideal,H,SI1,5,6
2815,0.7,61.5,55,5.73,5.79,3.54,Ideal,H,SI1,5,6
2815,0.7,61.4,56,5.72,5.77,3.53,Ideal,H,SI1,5,6
2815,0.9,65,56,6.08,6.04,3.94,Fair,J,VS2,7,5
2815,0.95,56,60,6.62,6.53,3.68,Fair,F,SI2,3,7
2815,0.89,60.2,59,6.26,6.23,3.76,Premium,H,SI2,5,7
2815,0.72,58.3,58,5.99,5.92,3.47,Premium,E,VS2,2,5
2815,0.96,53.1,63,6.73,6.65,3.55,Fair,E,SI2,2,7
2815,1.02,60.3,58,6.55,6.5,3.94,Premium,G,I1,4,8
2816,0.78,61.4,56,5.91,5.95,3.64,Very Good,I,VVS2,6,3
2816,0.61,60.1,57,5.52,5.54,3.32,Ideal,G,VVS2,4,3
2816,0.71,63.4,55,5.61,5.69,3.58,Good,D,VS1,1,4
2816,0.78,61.5,59,5.96,5.88,3.64,Premium,F,SI1,3,6
2816,0.87,62.7,56,6.16,6.13,3.85,Ideal,H,SI2,5,7
2816,0.83,62.5,55,6.04,6,3.76,Ideal,H,SI1,5,6
2817,0.71,61.3,56,5.78,5.73,3.53,Premium,E,SI1,2,6
2817,0.71,60.2,56,5.84,5.89,3.53,Ideal,I,VVS2,6,3
2817,0.71,62.7,57,5.66,5.64,3.54,Ideal,E,VS2,2,5
2817,0.71,62.3,58,5.69,5.65,3.53,Premium,E,VS2,2,5
2817,0.63,61.5,56,5.48,5.52,3.38,Ideal,F,VVS2,3,3
2817,0.71,59.2,59,5.86,5.83,3.46,Premium,E,SI1,2,6
2817,0.71,61.8,59,5.75,5.7,3.54,Premium,E,SI1,2,6
2817,0.71,61.3,55,5.77,5.72,3.52,Ideal,E,SI1,2,6
2817,0.71,61.4,58,5.77,5.73,3.53,Premium,E,SI1,2,6
2817,0.9,62.8,55,6.2,6.16,3.88,Ideal,J,VS2,7,5
2817,0.71,62.8,64,5.6,5.54,3.5,Good,E,SI1,2,6
2818,0.7,62.4,61,5.66,5.63,3.52,Premium,E,VS2,2,5
2818,0.7,59.3,60,5.78,5.73,3.41,Premium,E,VS2,2,5
2818,0.7,63,60,5.64,5.6,3.54,Premium,E,VS2,2,5
2818,1,61.3,60,6.43,6.39,3.93,Premium,H,I1,5,8
2818,0.86,59.3,62,6.36,6.22,3.73,Premium,F,SI2,3,7
2818,0.8,61,57,6.07,6,3.68,Ideal,H,SI1,5,6
2818,0.7,62.9,57,5.66,5.61,3.54,Ideal,E,VS1,2,4
2818,0.7,59.6,57,5.91,5.83,3.5,Premium,E,VS1,2,4
2818,0.7,61.8,60,5.69,5.64,3.5,Premium,F,VS2,3,5
2818,0.7,62.7,57,5.68,5.64,3.55,Premium,E,VS1,2,4
2818,1,65.3,62,6.34,6.12,4.08,Fair,H,SI2,5,7
2819,0.72,63.8,58,5.64,5.68,3.61,Very Good,G,VS1,4,4
2819,0.72,62.3,56,5.73,5.77,3.58,Ideal,H,VS1,5,4
2819,0.7,59.7,63,5.76,5.79,3.45,Good,F,VS1,3,4
2819,0.86,64.3,60,5.97,5.95,3.83,Good,F,SI2,3,7
2820,0.71,62.9,58,5.66,5.69,3.57,Ideal,G,VS1,4,4
2821,0.75,62,57,5.8,5.78,3.59,Ideal,E,SI1,2,6
2821,0.73,61.6,59,5.77,5.73,3.54,Premium,E,VS2,2,5
2821,0.53,61.9,55,5.2,5.21,3.22,Ideal,E,VVS1,2,2
2821,0.73,61.3,58,5.83,5.76,3.55,Premium,E,SI1,2,6
2821,0.73,63.6,57,5.72,5.7,3.63,Good,E,SI1,2,6
2821,0.73,59.6,61,5.92,5.85,3.51,Premium,E,SI1,2,6
2821,0.73,62.2,59,5.77,5.68,3.56,Premium,E,SI1,2,6
2821,0.73,61.7,55,5.84,5.82,3.6,Premium,D,SI1,1,6
2821,0.73,63.2,58,5.76,5.7,3.62,Very Good,E,SI1,2,6
2822,0.7,60.8,60,5.74,5.71,3.48,Premium,E,VS1,2,4
2822,0.72,60.3,59,5.84,5.8,3.51,Premium,E,VS2,2,5
2822,0.72,60.9,60,5.8,5.76,3.52,Premium,E,VS2,2,5
2822,0.72,62.4,59,5.77,5.7,3.58,Premium,E,VS2,2,5
2822,0.7,60.2,60,5.73,5.7,3.44,Premium,E,VS2,2,5
2822,0.6,62,55,5.37,5.4,3.34,Ideal,F,VVS2,3,3
2822,0.74,60.8,57,5.85,5.89,3.57,Ideal,I,VVS1,6,2
2822,0.73,62.1,55,5.75,5.78,3.58,Ideal,F,SI1,3,6
2822,0.71,62.7,60,5.71,5.67,3.57,Premium,D,SI1,1,6
2822,0.71,61.3,58,5.75,5.73,3.52,Premium,D,SI1,1,6
2822,0.7,60.2,60,5.82,5.75,3.48,Premium,D,SI1,1,6
2822,0.7,60.7,56,5.75,5.72,3.48,Ideal,D,SI1,1,6
2822,0.9,64,61,6.04,6.03,3.86,Good,J,VS2,7,5
2822,0.71,60.2,56,5.86,5.83,3.52,Ideal,D,SI1,1,6
2822,0.7,61.5,59,5.73,5.68,3.51,Premium,E,VS2,2,5
2822,0.7,62.6,56,5.71,5.66,3.56,Premium,E,VS2,2,5
2822,0.7,59.7,58,5.82,5.77,3.46,Ideal,D,SI1,1,6
2822,0.7,61.4,64,5.71,5.66,3.49,Good,E,SI1,2,6
2822,0.7,62.5,57,5.62,5.59,3.51,Ideal,D,SI1,1,6
2822,0.7,61.8,56,5.73,5.63,3.51,Ideal,D,SI1,1,6
2822,0.7,60.7,62,5.72,5.68,3.46,Premium,E,VS2,2,5
2822,0.7,60.6,58,5.8,5.72,3.49,Premium,F,VS2,3,5
2822,0.7,61.4,54,5.75,5.71,3.52,Ideal,D,SI1,1,6
2823,0.79,62.8,59,5.86,5.9,3.69,Very Good,D,SI2,1,7
2823,0.9,63.8,57,6.06,6.13,3.89,Good,I,SI1,6,6
2823,0.71,62.3,58,5.71,5.66,3.54,Premium,E,VS2,2,5
2823,0.61,61.3,54,5.51,5.59,3.4,Ideal,E,VVS2,2,3
2823,0.9,65.8,54,6.05,5.98,3.96,Fair,H,SI2,5,7
2823,0.71,60.5,56,5.77,5.73,3.47,Ideal,E,SI1,2,6
2824,0.71,61.2,59,5.74,5.69,3.5,Premium,D,VS2,1,5
2824,0.77,62.1,57,5.84,5.86,3.63,Ideal,I,VVS2,6,3
2824,0.74,63.1,58,5.73,5.75,3.62,Good,E,VS1,2,4
2824,0.82,62.4,54,6.02,5.97,3.74,Ideal,F,SI2,3,7
2824,0.82,60.8,60,6.05,6.03,3.67,Premium,E,SI2,2,7
2825,0.71,62.2,59,5.73,5.66,3.54,Premium,G,VS1,4,4
2825,0.83,60,59,6.08,6.05,3.64,Premium,H,SI1,5,6
2825,0.73,62,57,5.75,5.8,3.58,Very Good,G,VS1,4,4
2825,0.83,62.5,59,6.02,5.95,3.74,Premium,H,SI1,5,6
2825,1.17,60.2,61,6.9,6.83,4.13,Premium,J,I1,7,8
2825,0.91,61.3,67,6.24,6.19,3.81,Fair,H,SI2,5,7
2826,0.73,62.6,60,5.75,5.68,3.58,Premium,E,VS1,2,4
2826,0.7,57.2,59,5.94,5.88,3.38,Good,E,VS1,2,4
2826,0.9,62.2,59,6.11,6.07,3.79,Premium,I,SI2,6,7
2826,0.7,62.2,58,5.66,5.6,3.5,Premium,E,VS1,2,4
2826,0.7,63.3,56,5.6,5.58,3.54,Very Good,D,VS2,1,5
2826,0.7,59.4,61,5.78,5.74,3.42,Premium,E,VS1,2,4
2826,0.9,63.5,56,6.17,6.07,3.88,Very Good,I,SI2,6,7
2826,0.78,60.8,60,5.97,5.94,3.62,Premium,F,SI1,3,6
2826,0.96,60.7,55,6.41,6.37,3.88,Ideal,F,I1,3,8
2827,0.7,62.3,59,5.67,5.7,3.54,Very Good,D,SI1,1,6
2827,0.72,64,54,5.68,5.7,3.64,Good,D,VS2,1,5
2827,0.79,62.6,58,5.96,5.9,3.71,Premium,H,VVS2,5,3
2827,0.7,61.6,57,5.69,5.74,3.52,Ideal,H,VVS1,5,2
2827,0.7,62.3,55,5.66,5.7,3.54,Ideal,H,VVS1,5,2
2828,0.7,60.6,57,5.74,5.77,3.49,Ideal,D,SI2,1,7
2828,1.01,61.6,61,6.39,6.31,3.91,Premium,H,SI2,5,7
2829,0.72,62.2,58,5.75,5.7,3.56,Premium,F,VS1,3,4
2829,0.8,63.7,54,5.91,5.87,3.75,Good,E,SI2,2,7
2829,0.59,62,56,5.36,5.38,3.33,Ideal,E,VVS1,2,2
2829,0.72,61.7,57,5.77,5.74,3.55,Ideal,F,VS1,3,4
2829,0.75,61.9,57,5.88,5.82,3.62,Premium,E,SI2,2,7
2829,0.8,60.2,57,6.05,6.01,3.63,Premium,E,SI2,2,7
2830,0.71,62.7,59,5.65,5.7,3.56,Very Good,E,VS2,2,5
2830,0.77,61.7,56,5.84,5.89,3.62,Very Good,H,SI1,5,6
2830,0.97,60.7,56,6.41,6.43,3.9,Ideal,F,I1,3,8
2830,0.53,60.9,57,5.23,5.29,3.19,Ideal,F,VVS1,3,2
2830,0.53,61.8,57,5.16,5.19,3.2,Ideal,F,VVS1,3,2
2830,0.8,62.1,54.4,5.94,5.99,3.7,Ideal,I,VS2,6,5
2830,0.9,60.6,62,6.21,6.13,3.74,Premium,G,SI1,4,6
2831,0.76,60.8,60,5.89,5.98,3.61,Very Good,E,SI2,2,7
2831,0.72,62.3,57,5.7,5.76,3.57,Ideal,E,SI1,2,6
2831,0.75,61.4,57,5.82,5.87,3.59,Ideal,E,SI1,2,6
2831,0.72,62.1,58,5.73,5.76,3.57,Premium,E,SI1,2,6
2831,0.79,61.8,56,5.93,5.91,3.66,Ideal,G,SI1,4,6
2832,0.72,62.5,58,5.71,5.75,3.58,Very Good,F,VS2,3,5
2832,0.91,62.8,61,6.15,6.18,3.87,Very Good,I,SI2,6,7
2832,0.71,62.1,57,5.75,5.65,3.54,Premium,G,VVS2,4,3
2832,0.81,63,60,5.87,5.81,3.68,Premium,G,SI1,4,6
2832,0.82,62.5,57,5.91,5.97,3.71,Ideal,H,SI1,5,6
2832,0.71,62.2,58,5.72,5.66,3.54,Premium,F,VS1,3,4
2832,0.9,64.3,63,6.05,6.01,3.88,Good,J,SI1,7,6
2833,0.8,62,58,5.86,5.95,3.66,Very Good,I,VS2,6,5
2833,0.56,61,59,5.28,5.34,3.24,Very Good,E,IF,2,1
2833,0.7,59.6,61,5.77,5.8,3.45,Very Good,D,VS2,1,5
2833,0.7,61,57,5.74,5.76,3.51,Ideal,D,VS2,1,5
2833,0.61,61.7,55,5.45,5.48,3.37,Ideal,F,VVS2,3,3
2833,0.85,62.5,57,6.02,6.07,3.78,Ideal,H,SI2,5,7
2833,0.7,60.7,57,5.73,5.75,3.49,Ideal,F,SI1,3,6
2834,0.8,62.2,56,5.94,5.87,3.67,Ideal,G,VS2,4,5
2834,0.8,62.8,57,5.91,5.87,3.7,Ideal,H,VS2,5,5
2834,0.51,59.9,58,5.16,5.19,3.1,Very Good,D,VVS1,1,2
2834,0.53,61.4,57,5.2,5.23,3.2,Ideal,F,VVS1,3,2
2834,0.78,61.8,55,5.92,5.95,3.67,Ideal,I,VS2,6,5
2834,0.9,63.4,54,6.17,6.14,3.9,Very Good,J,SI1,7,6
2834,0.9,65.3,59,6.07,6,3.94,Fair,G,SI2,4,7
2834,0.77,60.7,55,6.01,5.95,3.63,Ideal,E,SI2,2,7
2835,0.73,61.2,56,5.89,5.81,3.58,Ideal,F,VS1,3,4
2835,0.63,61.9,57,5.47,5.51,3.4,Ideal,F,VVS2,3,3
2835,0.7,61.5,54,5.7,5.75,3.52,Ideal,E,VS2,2,5
2835,0.72,62.8,57,5.71,5.73,3.59,Ideal,E,VS2,2,5
2835,0.72,61,57,5.78,5.8,3.53,Ideal,E,SI1,2,6
2835,0.75,59.6,59,6.04,5.94,3.57,Premium,F,VS2,3,5
2836,0.82,60.7,56,6.04,6.06,3.67,Very Good,H,SI1,5,6
2836,0.71,62.8,60,5.6,5.65,3.53,Good,E,VS2,2,5
2837,0.7,62.6,59,5.69,5.66,3.55,Premium,E,VS1,2,4
2837,0.7,61.8,56,5.74,5.69,3.53,Ideal,E,VS1,2,4
2838,0.71,59.8,53,5.86,5.82,3.49,Ideal,F,SI1,3,6
2838,0.76,60.9,55,5.92,5.94,3.61,Very Good,H,SI1,5,6
2838,0.82,64.9,58,5.83,5.79,3.77,Fair,F,SI1,3,6
2838,0.72,58.8,60,5.91,5.89,3.47,Premium,F,VS1,3,4
2838,0.7,62.3,58,5.72,5.64,3.54,Premium,F,VS2,3,5
2838,0.7,61.7,58,5.69,5.63,3.49,Premium,F,VS2,3,5
2838,0.7,62.6,55,5.73,5.64,3.56,Premium,G,VS1,4,4
2838,0.7,59.4,61,5.83,5.79,3.45,Premium,F,VS2,3,5
2838,0.7,63.5,59,5.53,5.49,3.5,Very Good,E,SI1,2,6
2838,0.7,60.9,61,5.71,5.66,3.46,Premium,F,VS2,3,5
2838,0.7,59.5,58,5.85,5.75,3.45,Premium,F,VS2,3,5
2838,0.7,63,60,5.64,5.57,3.53,Premium,G,VS1,4,4
2839,0.74,60,57,5.85,5.89,3.52,Very Good,E,SI1,2,6
2839,0.71,61.5,57,5.74,5.71,3.52,Ideal,F,VS1,3,4
2839,0.7,61.6,54,5.75,5.72,3.53,Ideal,F,VS1,3,4
2839,0.71,62.1,55,5.82,5.68,3.57,Ideal,F,VS1,3,4
2839,0.71,59.1,61,5.84,5.81,3.44,Premium,F,VS1,3,4
2839,0.71,59,60,5.82,5.8,3.43,Premium,F,VS1,3,4
2839,0.71,60.5,58,5.75,5.72,3.47,Premium,F,VS1,3,4
2839,0.7,62.4,53,5.73,5.71,3.57,Ideal,F,VS1,3,4
2839,0.73,61.8,54,5.8,5.82,3.59,Ideal,G,VS2,4,5
2839,0.7,62.1,54,5.69,5.72,3.54,Ideal,E,VS2,2,5
2839,0.7,61.3,57,5.71,5.74,3.51,Ideal,G,VS1,4,4
2839,0.71,60.3,58,5.82,5.78,3.5,Premium,G,VVS2,4,3
2839,0.71,59.2,58,5.87,5.82,3.46,Premium,F,VS1,3,4
2839,0.79,59.3,62,6.09,6.01,3.59,Premium,G,VS2,4,5
2839,0.71,62.7,59,5.7,5.62,3.55,Premium,F,VS1,3,4
2840,0.77,61,60,5.9,5.87,3.59,Very Good,H,VS1,5,4
2840,0.75,59.8,56,5.85,5.92,3.52,Very Good,F,SI2,3,7
2840,0.7,61,56,5.75,5.8,3.52,Ideal,F,SI1,3,6
2840,0.71,59.3,56,5.88,5.82,3.47,Premium,F,VS2,3,5
2840,0.92,61.9,56,6.27,6.2,3.86,Ideal,D,SI2,1,7
2840,0.83,61.4,59,6.08,6.04,3.72,Premium,F,SI2,3,7
2840,0.7,59.2,60,5.87,5.78,3.45,Premium,H,VVS1,5,2
2841,0.73,60.3,59,5.9,5.87,3.55,Premium,F,VS2,3,5
2841,0.71,63.4,55,5.69,5.61,3.58,Very Good,D,VS1,1,4
2841,0.73,63.9,57,5.66,5.71,3.63,Very Good,D,SI1,1,6
2841,0.82,61.7,53,6,6.12,3.74,Ideal,F,SI2,3,7
2841,0.82,62.3,56,5.96,6.02,3.73,Ideal,F,SI2,3,7
2841,0.82,59.7,57,6.12,6.14,3.66,Very Good,F,SI2,3,7
2841,0.52,61.2,56,5.19,5.21,3.18,Ideal,F,VVS1,3,2
2841,1,58.9,60,6.6,6.55,3.87,Premium,F,I1,3,8
2841,0.95,66.7,56,6.16,6.03,4.06,Fair,G,SI1,4,6
2841,0.73,61.4,57,5.76,5.8,3.55,Ideal,D,SI1,1,6
2841,0.73,59.9,59,5.87,5.77,3.5,Premium,F,VS2,3,5
2841,0.73,61.4,58,5.82,5.77,3.56,Premium,G,VS1,4,4
2842,0.8,62.6,54,5.92,5.96,3.72,Ideal,I,VS1,6,4
2842,0.7,58.7,61,5.8,5.72,3.38,Premium,F,VS2,3,5
2843,0.7,60.2,62,5.71,5.75,3.45,Very Good,E,VS2,2,5
2843,0.7,62.7,58,5.65,5.67,3.55,Very Good,E,VS2,2,5
2843,0.71,59.4,58,5.76,5.82,3.44,Very Good,E,VS2,2,5
2843,0.81,63.2,58,5.91,5.92,3.74,Very Good,F,SI2,3,7
2843,0.71,61.5,58,5.73,5.79,3.54,Very Good,D,SI1,1,6
2843,0.73,61.3,57,5.81,5.84,3.57,Ideal,G,VVS2,4,3
2843,0.73,61.8,59,5.73,5.79,3.56,Very Good,F,VS1,3,4
2843,0.72,62,57,5.71,5.74,3.55,Ideal,E,VS2,2,5
2843,0.81,62.1,57,5.91,5.95,3.68,Ideal,F,SI2,3,7
2843,0.71,60.7,57,5.81,5.78,3.52,Ideal,G,VVS2,4,3
2844,0.73,57.7,61,5.92,5.96,3.43,Very Good,E,SI1,2,6
2844,0.7,62,59,5.65,5.68,3.51,Very Good,E,VS1,2,4
2844,1.01,61.5,57,6.45,6.46,3.97,Ideal,I,I1,6,8
2844,1.01,63.1,57,6.35,6.39,4.02,Good,I,I1,6,8
2844,0.79,62.5,57,5.91,5.93,3.7,Ideal,H,VS2,5,5
2845,0.7,61.8,59,5.65,5.68,3.5,Very Good,E,VS2,2,5
2845,0.7,58.9,60,5.83,5.85,3.44,Very Good,E,VS2,2,5
2845,0.8,63.4,60,5.92,5.82,3.72,Good,H,VS2,5,5
2845,1.27,59.3,61,7.12,7.05,4.2,Premium,H,SI2,5,7
2846,0.79,61.5,56,5.96,5.91,3.65,Ideal,D,SI1,1,6
2846,0.72,60.2,59,5.79,5.84,3.5,Very Good,F,VS1,3,4
2846,0.73,61.6,56,5.79,5.84,3.58,Ideal,H,VVS2,5,3
2846,1.01,65.4,59,6.3,6.26,4.11,Fair,H,SI2,5,7
2846,1.01,64.2,61,6.25,6.18,3.99,Good,H,I1,5,8
2846,0.73,59.1,59,5.92,5.95,3.51,Ideal,E,SI1,2,6
2846,0.7,61.6,57,5.71,5.76,3.53,Ideal,E,SI1,2,6
2846,0.7,59.1,61,5.76,5.84,3.43,Good,F,VS2,3,5
2846,0.77,62.9,59,5.84,5.79,3.66,Premium,E,SI1,2,6
2846,0.77,61.3,60,5.91,5.81,3.59,Premium,G,VS2,4,5
2846,0.77,61.4,58,5.94,5.89,3.63,Premium,G,VS1,4,4
2847,0.84,61.2,57,6.1,6.12,3.74,Very Good,H,SI1,5,6
2847,0.72,60.3,57,5.83,5.85,3.52,Ideal,E,SI1,2,6
2847,0.76,61.1,59,5.93,5.88,3.61,Premium,D,SI1,1,6
2848,0.7,62.9,59,5.61,5.68,3.55,Very Good,G,VVS2,4,3
2848,0.54,61.5,55,5.25,5.29,3.24,Ideal,D,VVS2,1,3
2848,0.75,64.6,57,5.74,5.72,3.7,Fair,D,SI2,1,7
2849,0.79,64.1,54,5.86,5.84,3.75,Good,E,SI1,2,6
2849,0.74,63.1,58,5.75,5.73,3.62,Very Good,E,VS1,2,4
2850,0.7,61,60,5.74,5.77,3.51,Very Good,E,VS2,2,5
2850,0.7,60.8,59,5.69,5.79,3.49,Ideal,F,VS2,3,5
2850,0.75,61.5,56,5.83,5.87,3.6,Ideal,J,SI1,7,6
2850,1.2,63.1,60,6.75,6.67,4.23,Very Good,H,I1,5,8
2851,0.8,63.4,57,5.89,5.82,3.71,Very Good,F,SI1,3,6
2851,0.66,62.1,56,5.54,5.57,3.45,Ideal,D,VS1,1,4
2851,0.87,61,63,6.22,6.07,3.75,Very Good,F,SI2,3,7
2851,0.86,62.7,59,6.04,5.98,3.77,Premium,H,SI1,5,6
2851,0.74,61,57,5.85,5.81,3.56,Ideal,F,SI1,3,6
2852,0.58,60.6,59,5.37,5.43,3.27,Very Good,E,IF,2,1
2852,0.78,61.5,57,5.88,5.92,3.63,Ideal,I,VS1,6,4
2852,0.74,61.3,55,5.85,5.86,3.59,Ideal,G,SI1,4,6
2852,0.73,62.7,55,5.7,5.79,3.6,Ideal,E,SI1,2,6
2852,0.91,63.5,57,6.12,6.07,3.87,Very Good,I,SI1,6,6
2853,0.71,62.6,58,5.67,5.7,3.56,Premium,F,VS2,3,5
2853,0.71,63.5,55,5.64,5.66,3.59,Good,G,VS1,4,4
2853,0.79,62.8,57,5.9,5.85,3.69,Ideal,D,SI2,1,7
2853,0.79,60,60,6.07,6.03,3.63,Premium,D,SI2,1,7
2853,0.71,62.7,58,5.73,5.66,3.57,Premium,E,SI1,2,6
2853,0.82,61.9,58,5.99,5.97,3.7,Premium,I,VS1,6,4
2854,0.78,61.9,57.1,5.87,5.95,3.66,Very Good,H,VS1,5,4
2854,0.7,62.4,56,5.64,5.7,3.54,Very Good,E,VS1,2,4
2854,1.12,59.1,61,6.78,6.75,4,Premium,H,I1,5,8
2854,0.73,62,57,5.86,5.76,3.6,Premium,E,VS2,2,5
2854,0.91,64.4,62,6.06,6.03,3.89,Fair,J,VS2,7,5
2854,0.91,65.4,60,6.04,6,3.94,Fair,J,VS2,7,5
2854,0.91,64.2,58,6.12,6.09,3.92,Good,J,VS2,7,5
2854,0.91,65.8,58,6.04,6.01,3.96,Fair,H,SI1,5,6
2854,0.7,58.4,59,5.91,5.83,3.43,Premium,E,VS1,2,4
2854,0.68,61.7,57,5.67,5.64,3.49,Premium,F,VVS2,3,3
2855,0.73,62.5,57,5.7,5.75,3.58,Very Good,F,VS2,3,5
2855,1.03,63.6,57,6.38,6.29,4.03,Good,J,SI1,7,6
2855,0.74,62.4,57,5.8,5.74,3.6,Premium,D,VS2,1,5
